"income","gender","age","party","trump_approval","education","robots","climate_change","transformers","science_is_honest","vaccines_are_safe","books","ghosts","fed_sci_budget","earth_sun","wise_unwise"
41,"Female",18,"Republican","Somewhat Approve","Some college","Likely","Real but not Caused by People",4,"Somewhat Disagree","Somewhat Agree",9,"No","Too High","FALSE","Unwise and happy"
124,"Female",77,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",250,"Yes","Too Low","FALSE","Unwise and happy"
94,"Male",60,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",6,"No","Too Low","FALSE","Wise and Unhappy"
74,"Male",58,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",2,"Somewhat Agree","Somewhat Agree",30,"No","About Right","TRUE","Unwise and happy"
83,"Male",41,"Independent","Strongly disapprove","Some college","Likely","Real but not Caused by People",3,"Strongly Agree","Strongly Agree",0,"Yes","About Right","TRUE","Unwise and happy"
102,"Male",71,"Independent","Strongly disapprove","Graduate degree","Unlikely","Not Real At All",3,"Strongly Disagree","Strongly Disagree",0,"Yes","About Right","TRUE","Wise and Unhappy"
93,"Female",61,"Democrat","Strongly disapprove","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",0,"Yes","Too High","TRUE","Wise and Unhappy"
74,"Female",34,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",10,"No","Too Low","TRUE","Wise and Unhappy"
74,"Male",61,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",2,"Strongly Disagree","Somewhat Disagree",3,"No","Too High","TRUE","Wise and Unhappy"
43,"Male",24,"Independent","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",4,"Somewhat Agree","Strongly Agree",12,"No","Too Low","FALSE","Wise and Unhappy"
140,"Male",70,"Independent","Somewhat disapprove","High school","Unlikely","Real and Caused by People",3,"Somewhat Agree","Strongly Agree",2,"Yes","Too Low","TRUE","Unwise and happy"
73,"Female",21,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",25,"No","Too Low","FALSE","Wise and Unhappy"
71,"Female",67,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",5,"Strongly Agree","Somewhat Agree",0,"No","About Right","FALSE","Unwise and happy"
65,"Female",70,"Independent","Strongly Approve","College degree","Unlikely","Real but not Caused by People",2,"Somewhat Disagree","Strongly Agree",5,"No","About Right","TRUE","Wise and Unhappy"
124,"Male",80,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",30,"No","Too Low","FALSE","Wise and Unhappy"
61,"Male",41,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Disagree",5,"No","Too Low","FALSE","Wise and Unhappy"
220,"Male",45,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",10,"Yes","Too Low","FALSE","Wise and Unhappy"
124,"Female",54,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"No","Too Low","TRUE","Wise and Unhappy"
132,"Male",36,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",10,"No","Too Low","FALSE","Wise and Unhappy"
78,"Female",38,"Independent","Strongly disapprove","Some college","Likely","Not Real At All",1,"Somewhat Disagree","Somewhat Disagree",5,"Yes","Too Low","TRUE","Unwise and happy"
112,"Male",42,"Independent","Somewhat Approve","College degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",0,"No","Too Low","FALSE","Wise and Unhappy"
42,"Male",23,"Democrat","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",4,"Somewhat Agree","Strongly Agree",0,"Yes","Too Low","FALSE","Wise and Unhappy"
85,"Male",63,"Republican","Somewhat Approve","College degree","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
65,"Male",32,"Independent","Strongly Approve","College degree","Likely","Real and Caused by People",3,"Somewhat Agree","Strongly Agree",10,"No","Too High","FALSE","Wise and Unhappy"
80,"Female",62,"Independent","Somewhat Approve","College degree","Unlikely","Real but not Caused by People",3,"Somewhat Agree","Strongly Agree",10,"No","Too Low","TRUE","Unwise and happy"
65,"Female",47,"Independent","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",2,"Somewhat Agree","Somewhat Agree",200,"Yes","Too Low","FALSE","Wise and Unhappy"
142,"Female",34,"Independent","Somewhat Approve","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",18,"No","Too Low","TRUE","Wise and Unhappy"
54,"Female",23,"Independent","Somewhat Approve","Some college","Unlikely","Real and Caused by People",1,"Strongly Disagree","Somewhat Disagree",2,"Yes","About Right","FALSE","Wise and Unhappy"
75,"Male",27,"Independent","Strongly Approve","Some college","Unlikely","Real but not Caused by People",4,"Strongly Disagree","Strongly Agree",20,"Yes","About Right","TRUE","Unwise and happy"
79,"Female",48,"Democrat","Strongly disapprove","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Somewhat Agree",1,"Yes","About Right","TRUE","Unwise and happy"
64,"Female",36,"Democrat","Somewhat Approve","Some college","Unlikely","Not Real At All",3,"Strongly Agree","Strongly Agree",2,"No","About Right","FALSE","Wise and Unhappy"
82,"Male",47,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",0,"Neither Agree nor Disagree","Somewhat Agree",20,"Yes","About Right","TRUE","Unwise and happy"
100,"Male",48,"Republican","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",1,"Strongly Agree","Strongly Agree",4,"No","Too Low","FALSE","Unwise and happy"
106,"Male",54,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",4,"No","Too Low","TRUE","Wise and Unhappy"
129,"Female",45,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",60,"Yes","About Right","FALSE","Unwise and happy"
124,"Female",50,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",20,"No","Too Low","FALSE","Wise and Unhappy"
80,"Female",35,"Independent","Neither approve nor disapprove","College degree","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",3,"Yes","About Right","FALSE","Wise and Unhappy"
21,"Male",48,"Independent","Somewhat disapprove","High school","Likely","Real and Caused by People",2,"Somewhat Disagree","Somewhat Agree",1,"No","Too High","FALSE","Unwise and happy"
39,"Male",50,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",3,"Strongly Disagree","Somewhat Agree",6,"Yes","Too High","TRUE","Wise and Unhappy"
71,"Male",38,"Independent","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Disagree",10,"No","Too Low","FALSE","Unwise and happy"
116,"Male",36,"Independent","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",2,"Somewhat Agree","Somewhat Agree",7,"No","About Right","FALSE","Unwise and happy"
121,"Female",67,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",70,"Yes","Too Low","FALSE","Wise and Unhappy"
176,"Male",38,"Republican","Neither approve nor disapprove","Graduate degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",3,"No","Too Low","FALSE","Wise and Unhappy"
92,"Male",58,"Independent","Somewhat disapprove","Graduate degree","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",20,"No","Too High","FALSE","Unwise and happy"
117,"Male",42,"Republican","Strongly Approve","Some college","Unlikely","Real but not Caused by People",1,"Strongly Disagree","Somewhat Agree",4,"No","Too High","TRUE","Unwise and happy"
137,"Male",51,"Independent","Somewhat Approve","College degree","Unlikely","Not Real At All",0,"Somewhat Disagree","Neither Agree nor Disagree",2,"No","Too Low","FALSE","Unwise and happy"
39,"Female",48,"Independent","Neither approve nor disapprove","Some college","Unlikely","Not Real At All",4,"Somewhat Agree","Strongly Agree",40,"Yes","Too Low","TRUE","Unwise and happy"
80,"Female",37,"Independent","Strongly disapprove","High school","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Agree",100,"No","Too Low","TRUE","Unwise and happy"
60,"Male",50,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",5,"No","About Right","TRUE","Wise and Unhappy"
114,"Female",45,"Independent","Somewhat Approve","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",30,"Yes","Too Low","FALSE","Unwise and happy"
89,"Male",52,"Republican","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",2,"Somewhat Agree","Strongly Agree",50,"No","About Right","FALSE","Unwise and happy"
11,"Female",41,"Independent","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",5,"Somewhat Agree","Strongly Agree",200,"No","Too Low","TRUE","Unwise and happy"
16,"Female",65,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",2,"No","About Right","TRUE","Wise and Unhappy"
125,"Male",53,"Republican","Somewhat Approve","College degree","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Strongly Agree",0,"No","Too Low","FALSE","Unwise and happy"
92,"Male",43,"Independent","Strongly Approve","High school","Likely","Real and Caused by People",4,"Somewhat Disagree","Strongly Disagree",0,"No","About Right","TRUE","Unwise and happy"
161,"Male",28,"Independent","Somewhat disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",1,"No","About Right","FALSE","Unwise and happy"
74,"Other",22,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",6,"No","Too Low","FALSE","Unwise and happy"
148,"Female",58,"Independent","Neither approve nor disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",40,"No","Too Low","TRUE","Unwise and happy"
85,"Female",58,"Republican","Somewhat Approve","High school","Likely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
44,"Male",54,"Democrat","Strongly Approve","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Somewhat Agree",0,"No","Too Low","FALSE","Wise and Unhappy"
165,"Male",65,"Independent","Somewhat disapprove","Graduate degree","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Agree",5,"No","About Right","FALSE","Unwise and happy"
175,"Other",92,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",100,"Yes","Too Low","TRUE","Wise and Unhappy"
14,"Male",65,"Independent","Strongly Approve","Graduate degree","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",6,"No","Too High","TRUE","Unwise and happy"
179,"Male",51,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",1,"Somewhat Disagree","Strongly Agree",5,"No","About Right","FALSE","Unwise and happy"
62,"Other",56,"Democrat","Strongly Approve","High school","Unlikely","Real and Caused by People",3,"Strongly Disagree","Strongly Disagree",16,"Yes","Too High","TRUE","Unwise and happy"
179,"Female",49,"Independent","Somewhat disapprove","College degree","Likely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",15,"Yes","Too Low","FALSE","Unwise and happy"
39,"Female",49,"Republican","Somewhat Approve","High school","Unlikely","Real but not Caused by People",1,"Somewhat Agree","Strongly Agree",3,"Yes","Too Low","TRUE","Unwise and happy"
85,"Female",63,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","FALSE","Wise and Unhappy"
45,"Female",58,"Independent","Somewhat Approve","High school","Likely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",3,"No","About Right","TRUE","Wise and Unhappy"
37,"Female",59,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Somewhat Agree",1,"Yes","Too Low","FALSE","Wise and Unhappy"
148,"Female",60,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Agree",20,"No","About Right","FALSE","Unwise and happy"
80,"Female",55,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",3,"Somewhat Agree","Strongly Agree",20,"Yes","About Right","TRUE","Unwise and happy"
40,"Female",61,"Democrat","Strongly disapprove","Some college","Likely","Real but not Caused by People",2,"Somewhat Disagree","Strongly Agree",100,"No","About Right","TRUE","Wise and Unhappy"
181,"Male",53,"Republican","Somewhat disapprove","High school","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",2,"Yes","About Right","FALSE","Unwise and happy"
65,"Female",55,"Independent","Strongly Approve","College degree","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",10,"No","About Right","TRUE","Unwise and happy"
76,"Female",57,"Democrat","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Disagree","Somewhat Agree",8,"Yes","Too Low","TRUE","Unwise and happy"
90,"Male",56,"Democrat","Strongly Approve","College degree","Unlikely","Real and Caused by People",2,"Strongly Disagree","Strongly Agree",4,"No","About Right","TRUE","Unwise and happy"
74,"Male",49,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",2,"Somewhat Disagree","Strongly Agree",12,"No","About Right","TRUE","Wise and Unhappy"
162,"Male",50,"Republican","Strongly Approve","College degree","Likely","Real but not Caused by People",1,"Somewhat Agree","Strongly Disagree",20,"No","Too High","FALSE","Unwise and happy"
45,"Male",83,"Republican","Strongly Approve","High school","Unlikely","Not Real At All",0,"Somewhat Disagree","Somewhat Agree",12,"Yes","Too High","TRUE","Unwise and happy"
133,"Male",45,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",25,"No","Too Low","TRUE","Unwise and happy"
56,"Female",57,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",20,"Yes","Too Low","FALSE","Wise and Unhappy"
74,"Male",80,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",0,"Somewhat Disagree","Strongly Agree",0,"No","About Right","TRUE","Unwise and happy"
76,"Male",70,"Independent","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Somewhat Agree",30,"Yes","Too Low","FALSE","Unwise and happy"
61,"Female",50,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",4,"Somewhat Agree","Strongly Agree",1,"No","About Right","FALSE","Unwise and happy"
94,"Male",42,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",12,"No","Too Low","TRUE","Wise and Unhappy"
79,"Male",54,"Independent","Strongly disapprove","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Somewhat Disagree",12,"Yes","Too Low","TRUE","Unwise and happy"
164,"Male",72,"Republican","Strongly Approve","Graduate degree","Unlikely","Not Real At All",0,"Somewhat Agree","Strongly Agree",5,"No","About Right","TRUE","Unwise and happy"
74,"Female",49,"Republican","Strongly Approve","Graduate degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",12,"No","About Right","FALSE","Unwise and happy"
79,"Male",60,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",3,"Strongly Agree","Somewhat Agree",6,"No","Too Low","TRUE","Unwise and happy"
39,"Male",54,"Democrat","Somewhat disapprove","High school","Unlikely","Real and Caused by People",3,"Somewhat Agree","Strongly Agree",2,"Yes","Too Low","FALSE","Unwise and happy"
64,"Male",54,"Republican","Strongly Approve","Some college","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Strongly Agree",1,"No","Too High","FALSE","Unwise and happy"
85,"Female",49,"Republican","Somewhat Approve","High school","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","FALSE","Wise and Unhappy"
79,"Male",27,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",3,"Strongly Agree","Somewhat Agree",2,"No","Too Low","TRUE","Unwise and happy"
106,"Male",30,"Republican","Strongly Approve","High school","Likely","Real but not Caused by People",2,"Somewhat Agree","Strongly Agree",20,"No","About Right","FALSE","Wise and Unhappy"
89,"Male",25,"Independent","Somewhat Approve","Other","Unlikely","Real but not Caused by People",2,"Somewhat Agree","Strongly Agree",3,"No","Too High","FALSE","Wise and Unhappy"
41,"Male",60,"Independent","Strongly Approve","Some college","Likely","Real but not Caused by People",3,"Somewhat Agree","Somewhat Disagree",4,"Yes","About Right","FALSE","Unwise and happy"
157,"Female",46,"Republican","Strongly disapprove","College degree","Unlikely","Real and Caused by People",3,"Somewhat Disagree","Somewhat Disagree",6,"Yes","About Right","TRUE","Wise and Unhappy"
161,"Male",35,"Democrat","Strongly disapprove","College degree","Unlikely","Real but not Caused by People",4,"Somewhat Agree","Strongly Agree",30,"Yes","Too High","TRUE","Wise and Unhappy"
41,"Female",62,"Republican","Strongly Approve","Graduate degree","Likely","Not Real At All",0,"Strongly Disagree","Somewhat Disagree",20,"No","About Right","FALSE","Unwise and happy"
103,"Male",60,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",0,"Somewhat Agree","Somewhat Agree",4,"No","About Right","TRUE","Wise and Unhappy"
91,"Male",65,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",0,"No","About Right","FALSE","Wise and Unhappy"
188,"Male",47,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",8,"No","Too Low","FALSE","Unwise and happy"
21,"Female",43,"Independent","Strongly disapprove","High school","Likely","Not Real At All",4,"Somewhat Agree","Strongly Agree",4,"No","About Right","TRUE","Unwise and happy"
103,"Male",58,"Independent","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Agree",5,"No","Too High","FALSE","Unwise and happy"
27,"Male",59,"Independent","Neither approve nor disapprove","Graduate degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",16,"No","About Right","TRUE","Wise and Unhappy"
326,"Female",58,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",40,"Yes","Too Low","FALSE","Wise and Unhappy"
74,"Female",66,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",12,"Yes","Too Low","FALSE","Unwise and happy"
500,"Male",42,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",15,"No","Too Low","FALSE","Wise and Unhappy"
86,"Male",60,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"No","Too High","FALSE","Unwise and happy"
77,"Other",55,"Independent","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",5,"Strongly Agree","Strongly Agree",25,"Yes","Too Low","TRUE","Unwise and happy"
500,"Female",70,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"No","About Right","FALSE","Wise and Unhappy"
47,"Male",47,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",5,"Strongly Agree","Strongly Agree",2,"No","Too Low","TRUE","Unwise and happy"
88,"Female",62,"Independent","Neither approve nor disapprove","High school","Unlikely","Real and Caused by People",3,"Strongly Agree","Somewhat Agree",5,"No","About Right","FALSE","Unwise and happy"
56,"Female",53,"Independent","Somewhat disapprove","Other","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",30,"Yes","About Right","TRUE","Unwise and happy"
68,"Male",72,"Republican","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"No","Too Low","TRUE","Unwise and happy"
153,"Female",60,"Republican","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Somewhat Disagree",5,"Yes","About Right","FALSE","Unwise and happy"
64,"Female",51,"Republican","Strongly Approve","Some college","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",100,"No","About Right","TRUE","Wise and Unhappy"
138,"Male",51,"Republican","Strongly Approve","High school","Unlikely","Real but not Caused by People",1,"Somewhat Disagree","Strongly Agree",6,"No","About Right","TRUE","Wise and Unhappy"
79,"Female",50,"Democrat","Strongly Approve","College degree","Unlikely","Real but not Caused by People",0,"Strongly Agree","Strongly Agree",20,"Yes","Too Low","FALSE","Wise and Unhappy"
64,"Male",60,"Republican","Somewhat Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",3,"No","About Right","FALSE","Wise and Unhappy"
124,"Female",50,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",50,"No","Too Low","FALSE","Wise and Unhappy"
113,"Female",58,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",2,"No","About Right","TRUE","Wise and Unhappy"
155,"Male",55,"Independent","Somewhat Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",6,"No","Too Low","FALSE","Wise and Unhappy"
104,"Male",47,"Independent","Somewhat disapprove","Graduate degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",22,"No","Too Low","FALSE","Wise and Unhappy"
83,"Male",61,"Independent","Strongly Approve","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",0,"No","Too High","FALSE","Unwise and happy"
65,"Male",51,"Democrat","Strongly disapprove","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Somewhat Disagree",0,"No","Too Low","TRUE","Unwise and happy"
92,"Male",56,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Strongly Disagree",50,"Yes","About Right","FALSE","Wise and Unhappy"
70,"Female",69,"Independent","Strongly Approve","High school","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Somewhat Agree",40,"No","About Right","TRUE","Unwise and happy"
124,"Female",50,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",12,"No","Too Low","TRUE","Wise and Unhappy"
92,"Male",52,"Republican","Strongly Approve","Graduate degree","Likely","Not Real At All",1,"Strongly Agree","Somewhat Agree",4,"No","Too High","TRUE","Unwise and happy"
62,"Female",18,"Independent","Somewhat disapprove","High school","Unlikely","Real and Caused by People",4,"Strongly Disagree","Somewhat Disagree",2,"No","Too High","FALSE","Unwise and happy"
25,"Female",63,"Independent","Strongly Approve","Some college","Unlikely","Real but not Caused by People",2,"Strongly Agree","Strongly Agree",2,"No","Too Low","FALSE","Unwise and happy"
101,"Female",55,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",60,"No","Too High","TRUE","Wise and Unhappy"
13,"Male",45,"Democrat","Strongly disapprove","College degree","Likely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",12,"No","Too Low","TRUE","Unwise and happy"
100,"Male",50,"Republican","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",0,"Strongly Agree","Strongly Agree",12,"No","About Right","FALSE","Wise and Unhappy"
105,"Female",56,"Democrat","Strongly disapprove","Other","Likely","Real and Caused by People",2,"Somewhat Disagree","Somewhat Agree",1,"Yes","Too High","TRUE","Unwise and happy"
93,"Female",66,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",20,"No","Too Low","FALSE","Wise and Unhappy"
61,"Male",55,"Independent","Neither approve nor disapprove","High school","Unlikely","Real and Caused by People",5,"Neither Agree nor Disagree","Strongly Agree",3,"No","Too High","FALSE","Unwise and happy"
81,"Female",27,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",17,"Yes","Too Low","FALSE","Wise and Unhappy"
92,"Female",21,"Independent","Somewhat Approve","Some college","Likely","Real and Caused by People",3,"Strongly Agree","Somewhat Agree",13,"No","Too Low","FALSE","Wise and Unhappy"
30,"Female",58,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",200,"Yes","Too Low","TRUE","Wise and Unhappy"
97,"Female",46,"Independent","Strongly disapprove","College degree","Likely","Real and Caused by People",1,"Strongly Disagree","Strongly Disagree",5,"Yes","About Right","FALSE","Unwise and happy"
79,"Male",37,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",5,"Somewhat Agree","Strongly Disagree",7,"Yes","About Right","TRUE","Unwise and happy"
70,"Male",21,"Republican","Somewhat Approve","Some college","Likely","Not Real At All",0,"Somewhat Disagree","Strongly Agree",0,"No","About Right","TRUE","Unwise and happy"
31,"Female",33,"Independent","Somewhat Approve","College degree","Unlikely","Real and Caused by People",5,"Strongly Disagree","Strongly Disagree",50,"Yes","About Right","TRUE","Wise and Unhappy"
100,"Male",50,"Republican","Strongly Approve","Graduate degree","Unlikely","Not Real At All",0,"Strongly Agree","Strongly Agree",12,"No","About Right","FALSE","Unwise and happy"
96,"Female",22,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",6,"Yes","Too Low","FALSE","Wise and Unhappy"
129,"Male",45,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",3,"Somewhat Agree","Somewhat Disagree",2,"Yes","Too Low","TRUE","Wise and Unhappy"
152,"Male",33,"Republican","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",10,"No","About Right","FALSE","Wise and Unhappy"
101,"Female",29,"Democrat","Strongly disapprove","College degree","Likely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",100,"Yes","Too Low","FALSE","Wise and Unhappy"
93,"Male",30,"Democrat","Somewhat Approve","College degree","Likely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",5,"No","Too High","TRUE","Wise and Unhappy"
159,"Male",67,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",4,"Yes","Too Low","TRUE","Unwise and happy"
109,"Male",57,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",3,"No","Too Low","TRUE","Wise and Unhappy"
138,"Male",20,"Democrat","Neither approve nor disapprove","High school","Unlikely","Real and Caused by People",1,"Somewhat Disagree","Strongly Agree",1,"No","Too Low","TRUE","Wise and Unhappy"
73,"Female",51,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",1,"No","About Right","TRUE","Wise and Unhappy"
73,"Female",48,"Republican","Somewhat disapprove","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",3,"No","About Right","TRUE","Wise and Unhappy"
91,"Male",63,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",0,"Strongly Disagree","Strongly Agree",80,"No","About Right","FALSE","Unwise and happy"
98,"Male",72,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"No","Too Low","FALSE","Unwise and happy"
54,"Female",61,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",1,"Somewhat Disagree","Somewhat Disagree",100,"Yes","About Right","TRUE","Wise and Unhappy"
