"artist_name","track_id","track_name","acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","mode","speechiness","tempo","valence","popularity","time_signature_4"
"Swoon","1YrKhLQtWg2AIaUO3ha9vv","Violet",0.0368,0.62,265342,0.422,7.42e-06,0.178,-12.117,1,0.0546,80.501,0.162,8,TRUE
"Swoope","2lQobRtRIDOFW8dvaknqYL","TSNK",0.0443,0.731,216111,0.728,0,0.521,-7.384,1,0.285,130.086,0.484,26,TRUE
"Sxmniak","1EZn1y9wjH77wgxVQGSShl","Dxxrs",0.815,0.609,108800,0.277,0.918,0.303,-17.572,0,0.336,144.854,0.565,6,TRUE
"Sykamore","3u1ojBmys3vrHj1PhgiaPs","We Were Alright",0.066,0.622,247711,0.765,0,0.151,-5.744,1,0.0261,120.016,0.619,23,TRUE
"Sylvain Daniel","0nWYRnuWoIgYF60HNjS6Os","Vanity Ballroom",0.498,0.956,244217,0.319,0.811,0.102,-12.377,1,0.0538,107.955,0.6,29,TRUE
"Sylvan Esso","1edOSqQG1mP9hcrI0EDNhw","PARAD(w/m)E",0.321,0.956,208669,0.366,1.4e-05,0.0819,-9.748,0,0.11,116.052,0.772,50,TRUE
"Sylvan LaCue","2VrUx7HTjP0uP8ms3FlMSG","Selfish",0.112,0.535,196845,0.561,0.000869,0.232,-8.781,1,0.0462,140.112,0.084,41,TRUE
"Sylvan LaCue","75PHtohjhWchbq3Kekjpxh","Steps 3 & 4 : Becoming Yourself",0.914,0.538,110283,0.234,0,0.176,-19.26,1,0.349,68.151,0.643,25,TRUE
"Sylvan LaCue","0gVn76jusMADy8TfZYRyE1","Step 2 : Getting Uncomfortable",0.909,0.599,83038,0.295,0,0.21,-16.892,1,0.265,57.354,0.566,26,FALSE
"SYML","5VRz0jVhdhzxduu4HxSUEL","Harvest Moon",0.967,0.558,223000,0.321,0.0862,0.111,-11.667,1,0.0294,138.019,0.173,43,TRUE
"Symmetrical","0Fcf2AVywTCtnp8ZKb4nwK","Get That",0.00212,0.802,502857,0.774,0.627,0.469,-8.958,0,0.0463,126,0.218,24,TRUE
"Syn Cole","1zgvnX7fsc6F6qIB9xxyR3","Got the Feeling - VIP Mix",0.193,0.634,189851,0.891,1.83e-05,0.153,-2.889,0,0.0303,133.983,0.643,30,TRUE
"Synchronice","1DD1Tyb1jySbCKnnVqoQNI","Cloudbreak",0.025,0.543,222875,0.891,0.411,0.118,-3.31,1,0.1,140.024,0.185,24,TRUE
"Synchronice","3LJGndXlnomeIzoNDAUwdy","Almost There",0.218,0.53,238875,0.868,3.2e-06,0.0524,-4.535,1,0.073,159.968,0.124,31,TRUE
"Synchronice","5OglkjbgQOcTejAck0GrgN","Missing",0.522,0.447,226714,0.578,0.000146,0.126,-6.951,1,0.0514,70.05,0.225,30,TRUE
"Synthetic Ghosts","6Mifg66Zcr6mYXG2Ft4vJB","It Follows",0.0272,0.617,198625,0.745,0.121,0.174,-7.171,0,0.0282,100.009,0.554,18,TRUE
"Syzz","3xADVcfhCx6p7XdtSDU9oW","Next Level",0.0127,0.702,179091,0.989,0.0188,0.326,-4.593,1,0.434,131.959,0.16,25,TRUE
"Ȿoftheart","2q3wXEF57jU5ZwLJ6ZmkFn","anxiety",0.94,0.574,216000,0.311,0,0.0991,-11.301,0,0.06,123.311,0.0385,26,TRUE
"t r u m a n","1EvA4wk1ErIzWoMtlmEcbC","You Only Love Once",0.0303,0.654,255584,0.324,0.0141,0.102,-9.652,1,0.038,76.931,0.155,27,FALSE
"T-Bone","14sHq0p9YFAF76WM8WMU7k","Your Love",0.0391,0.674,210868,0.822,0,0.0949,-5.265,1,0.0668,157.95,0.823,16,TRUE
"T-Bone","3jhwv3zF6muqZMfbmgSIWH","Blessing",0.0446,0.747,213521,0.697,0,0.0963,-6.607,0,0.0768,99.939,0.574,15,TRUE
"T-Fesk","3KnhjRASiJ2FrCqL9GoKKD","MR. ROBOT",0.0583,0.971,236010,0.197,9.78e-05,0.306,-10.604,1,0.264,120.027,0.377,12,TRUE
"T-Nutty","6QXRUndoPfdVGm421pl1Tk","Dangerous (feat. Karasi)",0.0711,0.662,170261,0.725,0,0.221,-6.295,1,0.348,150.11,0.476,15,TRUE
"T-Pain","4xSO6Wjo0nE08JREiSzeju","Fall Off",0.139,0.583,195125,0.552,0,0.135,-7.439,0,0.069,79.984,0.296,41,TRUE
"T-Pain","3U5mEUA0I3HK0y0gQgVHd7","Bottom Bih",0.0803,0.682,140957,0.396,0,0.192,-12.375,1,0.154,151.915,0.348,39,TRUE
"T-Rell","1p28bt1LRBQ0M63CRYM0M8","Back in the Day (feat. Mo3)",0.0466,0.54,218645,0.474,0,0.331,-15.885,0,0.295,140.255,0.479,17,TRUE
"T-Rock","4ThhpkMHFBFcfiZZZLxkCH","Spazz Out",0.636,0.602,133486,0.738,0,0.643,-6.154,0,0.308,73.584,0.222,21,TRUE
"T-Rock","379kHBPtYklp5CIj8GGdq0","Get Right",0.147,0.688,223869,0.737,0,0.148,-5.255,0,0.222,139.972,0.397,17,TRUE
"T. Hardy Morris","3FhpcF8QgdeCYxKx9b8ojn","Be",0.15,0.533,311653,0.622,0.906,0.0761,-8.078,1,0.0284,131.987,0.409,6,TRUE
"T. Powell","4kjx2XMAJEPmJOGe046Rjq","In My Blood (Heart & Hustle)",0.19,0.787,197077,0.731,0,0.0842,-8.841,0,0.267,158.051,0.688,16,TRUE
"T.F","2sWupMAHoCIFyiYCZZLY4g","Misguided",0.0305,0.803,182718,0.623,0,0.0542,-7.434,0,0.297,170.007,0.393,6,TRUE
"T.I.","5lQZRod5rEXdhX5Mzg94yE","What Can I Say",0.071,0.884,223067,0.618,0,0.0927,-6.682,1,0.221,111.003,0.573,54,TRUE
"T3R Elemento","3C0TbmTfm8srC2XazyrT6O","Rolling One - En Vivo",0.737,0.705,261412,0.448,0,0.125,-7.99,1,0.0374,111.887,0.766,51,TRUE
"T3R Elemento","0SEZxj1SmnoUYfXSOdKYHZ","A Ver Si Compras El Futuro",0.768,0.548,216586,0.414,0,0.211,-7.011,1,0.0267,72.437,0.553,53,TRUE
"T3R Elemento","58Rv3iO87xgUIbrzXf3DtT","En Menos de un Minuto",0.554,0.702,177714,0.621,0,0.226,-6.884,1,0.0296,114.532,0.581,63,FALSE
"TABS","3QT0AHDNnNY8tuVSxBQTjW","Fast Life",0.351,0.604,207283,0.489,1.06e-06,0.118,-12.503,0,0.14,129.835,0.281,1,FALSE
"TACONAFIDE","6hEcxnY0KTHB2aESOVOLUM","Leonardo",0.426,0.684,174933,0.626,3.33e-05,0.0813,-10.647,0,0.3,95.565,0.53,47,TRUE
"TACONAFIDE","6ADWvyPPzmw5xc7aJLRjaK","VISA - Remix",0.267,0.791,223800,0.649,0,0.104,-7.503,1,0.179,94.979,0.342,44,TRUE
"TAEYANG","1wgS0Iv7TzpJRCYJtCJwGX","GOOD BOY - TAEYANG 2017 WORLD TOUR <WHITE NIGHT> IN JAPAN",0.00175,0.585,164053,0.888,0.000162,0.509,-7.388,1,0.0524,94.989,0.0795,20,TRUE
"TAEYANG","2sio5nPavoux62tH7i6x2H","LOUDER",0.00384,0.677,220779,0.762,0.000124,0.0633,-5.02,0,0.0415,101.915,0.573,35,TRUE
"TAEYANG","2j4iDhOUXT75hcVcb9b6HF","RINGA LINGA - TAEYANG 2017 WORLD TOUR <WHITE NIGHT> IN JAPAN",0.00215,0.429,244933,0.919,3.76e-06,0.385,-6.13,1,0.143,141.062,0.263,24,TRUE
"TAEYANG","70NAdkihzeEzU0MgU0LL8S","FANTASTIC BABY - TAEYANG 2017 WORLD TOUR <WHITE NIGHT> IN JAPAN",0.000887,0.496,154280,0.928,0,0.978,-7.523,1,0.149,130.034,0.163,19,TRUE
"Tahititrommler","2kHjwOnka1Vdo4xP5hsZgB","Tiputa",0.00539,0.51,66000,0.961,0.756,0.18,-13.652,0,0.288,66.261,0.775,46,TRUE
"TakumaDemonReborn","5d27KrMRbtvtZhjxJK05Ll","Slow Motion",0.88,0.65,271125,0.215,3.07e-06,0.106,-13.452,1,0.0408,111.011,0.259,21,TRUE
"TakumaDemonReborn","07a3aqk2K3fMffAuX86irG","Flannel - Demo",6.81e-05,0.282,216973,0.848,0.825,0.297,-5.219,1,0.0513,184.901,0.389,21,TRUE
"Takura","4cmqRZIdNvMyN6Rh6jUr34","I Belong (Interlude)",0.543,0.549,112320,0.504,0,0.133,-5.894,0,0.0388,125.099,0.528,11,TRUE
"Tallies","5S5mMcHsiOKis0ljv2oP3x","Mother",0.0147,0.528,259039,0.904,0.302,0.199,-6.491,1,0.036,151.891,0.933,11,TRUE
"Tammy Rivera","5V1ZCUsYqIpFTeIazu9EAJ","You Did This",0.676,0.384,183672,0.331,0,0.112,-9.698,0,0.0408,174.365,0.651,31,FALSE
"Tangents","4hKgmznMtkjycZnNH5IdOS","Terracotta",0.315,0.435,473035,0.867,0.874,0.12,-13.032,0,0.0534,149.735,0.354,13,TRUE
"Tangerine Dream","4iHaAIhL2Z9pp2sXisWipN","Drowning in Universes",0.0997,0.242,666647,0.521,0.869,0.0801,-13.837,0,0.0451,139.984,0.0371,20,TRUE
"Tangled Hair","3IqYBwq9FV9tLNPRg5gzfP","Turned out Nice Again",0.176,0.482,284529,0.381,0.00868,0.177,-9.317,0,0.0415,105.863,0.376,18,TRUE
"Tank and The Bangas","04Yi3WxTBY599l1J8RnzIM","Smoke.Netflix.Chill.",0.432,0.525,246738,0.829,0,0.81,-6.112,1,0.542,177.324,0.833,41,TRUE
"Tanya Damer","5Jg98xTP7Sya7RdvxmpBF4","You Are My Sunshine",0.967,0.339,154846,0.219,0.895,0.105,-12.533,1,0.0331,81.146,0.164,51,TRUE
"Tapestry","0MLAq1LpclaN9Am9slTG5N","Ghost",7.98e-06,0.35,223333,0.946,0.251,0.344,-3.854,0,0.042,179.993,0.549,12,FALSE
"Tapy Quintero","0dgHfb4WaQAzBdS7n4SPmN","Inexperto",0.162,0.821,234000,0.636,0,0.316,-7.62,1,0.0317,124.778,0.567,24,TRUE
"Tariquet","6xHDNsb8kmaXECzXTM26HK","Mur Rouge",0.745,0.929,62669,0.635,0.947,0.399,-17.162,0,0.18,110.043,0.585,54,TRUE
"Tash Sultana","1C4GpCE2xJkS8LziI6fYCq","Free Mind",0.499,0.617,205612,0.678,4.1e-05,0.305,-7.967,0,0.0939,75.365,0.546,52,TRUE
"Tash Sultana","39WA71G8UXxqWUVeYSzZwb","Salvation",0.072,0.523,259401,0.556,0.000389,0.0921,-7.81,0,0.062,163.864,0.377,51,TRUE
"Tasji Bachman","0x3GJ0KXPG4Kd9bhlfHX94","Heat of the Summer",0.234,0.642,217373,0.702,0,0.0855,-5.971,1,0.0286,94.963,0.418,9,TRUE
"TastyTreat","5We5kimbWwYIwcpOqATSuT","Good Morning Jay",0.0905,0.778,153750,0.57,1.53e-05,0.0801,-8.689,1,0.042,95.958,0.467,41,TRUE
"Tate Simms","5MxS4OkVXIqXoMtwfB1Jkm","Open Spaces - Original mix",0.622,0.604,119482,0.492,0.924,0.122,-13.88,0,0.0295,114.995,0.492,9,TRUE
"Tatiana Hazel","35m5kpefOOYqH9ngNNpuSE","Can't Help but Notice",0.199,0.828,203494,0.65,0,0.113,-6.153,0,0.045,124.964,0.737,24,TRUE
"Tatiane","081WquAf7sUJztyiGnIQVj","Diante das Provações",0.297,0.473,307293,0.799,0,0.138,-5.038,0,0.0353,83.004,0.347,8,TRUE
"Tatyana Lanigan","5MoCbdgmsQv7rLfQJm6GGy","Burning Bible",0.651,0.144,132049,0.435,0.051,0.087,-4.836,1,0.0315,139.44,0.0368,17,TRUE
"Tatyana Lanigan","5rI6izlDXGIbIRoGogQ3Uj","Smooth Soundwave",0.814,0.173,416052,0.576,0.0831,0.351,-7.347,1,0.0394,131.974,0.0369,16,FALSE
"Tauk","3pXSgsE8UO3mLrJrUfQInW","Square 2",0.00128,0.388,231735,0.749,0.737,0.174,-7.979,0,0.0384,134.544,0.495,19,TRUE
"Tay B","6PJ7AOwHR2DSviHgh4yDHH","I'm Not Mad",0.151,0.498,178312,0.625,0,0.189,-7.571,0,0.552,193.901,0.522,20,TRUE
"Tay B","0gdrH113B1BhZMLERiVX7E","Do U Wrong",0.0613,0.815,136594,0.379,0,0.0895,-9.333,1,0.437,182.101,0.514,23,TRUE
"Tayla Parx","4o6IOdfo5PGPwvjmkHQkfd","Act Right",0.744,0.761,166233,0.223,0,0.0961,-17.897,1,0.0911,140.049,0.464,21,TRUE
"Tayler","2sdhz7qNYKbKVwYzLtVhvx","Dejate Llevar",0.3,0.693,185722,0.812,0,0.126,-3.249,0,0.0916,83.917,0.769,20,TRUE
"Taylor Bennett","6XW243CHLwfGl7xkespOWW","BE YOURSELF",0.513,0.539,256893,0.788,1.77e-06,0.0926,-5.72,0,0.346,174.705,0.887,41,TRUE
"Taylor Bennett","41iJtG6bvXqf12ZTiYy4cG","Minimum Wage",0.401,0.858,167610,0.749,0,0.0759,-6.574,1,0.319,134.074,0.555,43,TRUE
"Taylor Davis","6b38muLpPpwr8N4OWhYJQQ","A Million Dreams (Violin Instrumental) - Instrumental",0.724,0.225,191928,0.426,0.0981,0.124,-10.087,1,0.0476,147.934,0.0836,33,TRUE
"Taylor Davis","2Y0DagEdvlGLSWqHuyqwNL","I See the Light",0.615,0.105,237640,0.313,0.828,0.108,-10.635,1,0.0394,80.3,0.117,26,FALSE
"Taylor Ray Holbrook","7Euv1Xgina4zyasrCpuab4","Snooze",0.0801,0.434,200842,0.598,0,0.0919,-5.796,1,0.0316,149.112,0.396,47,TRUE
"Taysav","2dzYu6RrUvQ96mjv2GsxkY","Feeling",0.329,0.563,197878,0.529,0,0.0842,-9.773,0,0.31,127.295,0.217,14,TRUE
"Taysav","67fNOuyOG9CYsLreJGY4fb","High Life",0.174,0.667,193907,0.552,0.000213,0.103,-7.511,1,0.069,126.08,0.0462,17,TRUE
"Taz","1CNJavBQNs82HZ5d1sCXrV","Keep It on Me",0.0198,0.871,154571,0.448,0,0.156,-16.764,1,0.23,114.999,0.525,20,TRUE
"TC Low","7l8PedJm1lZEX7ytVRcgKr","Word Around Town",0.346,0.706,304981,0.718,0,0.139,-6.384,0,0.253,84.983,0.676,21,TRUE
"Td","7iT6SkkynN4vdBXrz1f1X0","Forever",0.323,0.751,215133,0.737,0,0.182,-5.653,0,0.128,128.029,0.444,5,TRUE
"Te-Verse","1sVtiUcsOJTWYjucbPoVnN","No More",0.156,0.792,214805,0.633,0,0.322,-7.048,1,0.195,118.004,0.611,12,TRUE
"Teamheadkick","7pk9bvltdcy8oJLOxdBvVR","Deadpool Rap - X-Force Remix (from ""Deadpool 2"")",0.0713,0.838,140507,0.851,0,0.331,-3.541,1,0.187,119.956,0.841,52,TRUE
"Tech N9ne","1SIZKAHeQ2LNjIav6KiZ8P","Brightfall Confession",0.426,0.423,48606,0.7,0.00275,0.488,-20.127,1,0.241,91.967,0.219,38,TRUE
"Tech N9ne","65vL3urJsEObKO7lL5eYUs","H.O.B.",0.0315,0.662,238480,0.619,0,0.131,-5.581,0,0.11,147.061,0.347,41,TRUE
"Technasia","1fFR4bO7dBVnITwo3azBqW","Suga (Original Mix) - TR421",0.00293,0.87,146341,0.666,8.27e-05,0.31,-8.641,1,0.259,123.014,0.594,8,TRUE
"Ted Jasper","0m5qbJ3VwOM6gAaEUdMGqO","Mali Mali",0.21,0.811,199343,0.487,0.734,0.0988,-11.651,0,0.0591,123.015,0.298,29,TRUE
"Tedosio","7LnU4vflcZ8fyuFaVxGtuN","The Book of Jen",0.976,0.278,167883,0.017,0.935,0.15,-22.542,0,0.0344,72.951,0.0381,72,FALSE
"Tedua","1fGoFnExheBO89oKkiotyd","Fashion Week",0.0873,0.667,193547,0.849,0,0.0992,-5.616,0,0.274,139.742,0.146,48,TRUE
"Tedua","4EoM5PCtJ5hfxyZa4zwui8","Cucciolo d'uomo",0.0657,0.56,223933,0.813,0,0.169,-6.372,1,0.232,98.805,0.279,46,TRUE
"Tedy Andreas","1cCmp425V4dzI68Ttddt9e","Diamonds",0.124,0.409,208000,0.73,0,0.347,-4.62,1,0.389,173.433,0.767,23,TRUE
"Tee Grizzley","2VKf0WEOpq06JE5PTNr9wa","Jettski Grizzley (feat. Lil Pump)",0.0966,0.875,163200,0.878,0,0.333,-5.358,1,0.179,100.042,0.381,72,TRUE
"Tee Grizzley","2uxkxtKbBvHKaERrn6IGUc","Colors",0.146,0.8,176797,0.794,0,0.128,-5.551,0,0.23,92.05,0.438,59,TRUE
"Tee Grizzley","3N4OzMI84d1hqcobgue6uT","Light (feat. Lil Yachty)",0.0192,0.686,276164,0.657,0,0.129,-6.383,1,0.188,146.066,0.124,57,TRUE
"Tee Grizzley","33EkERURm0CQE5imnxBY3k","Don't Even Trip (feat. Moneybagg Yo)",0.00372,0.756,256000,0.637,0.000455,0.325,-6.211,1,0.251,149.989,0.311,55,TRUE
"Teenage Wrist","6NNi9MBDthHTDFFaaYpDA9","Supermachine",0.000321,0.29,232785,0.736,0.0609,0.131,-5.199,1,0.0447,170.927,0.334,29,TRUE
"Teenage Wrist","2rJs5L8S6ivX0Bhk1snhUm","Dweeb",1.84e-06,0.383,263029,0.795,0.741,0.308,-4.175,0,0.0488,120.036,0.32,37,TRUE
"Teezy Baby","0K5U6cJMcIw2JQlPDJdckb","Nothing",0.226,0.669,178579,0.542,0,0.134,-8.486,0,0.202,129.112,0.726,21,TRUE
"Tekkla","0MDYcY14BvZ1aR8uYBvsmS","Good Ol' Days",0.00437,0.781,401471,0.887,0.892,0.0262,-8.94,0,0.0577,120.012,0.717,59,TRUE
"Tekno","2irIMb2mjl8lgVzDC5w8Sf","Jogodo",0.379,0.74,263027,0.771,0,0.0889,-4.7,1,0.122,100.019,0.824,53,TRUE
"Tel Cairo","7ywMKVB0mRfvoYudp9UY9R","Night Sway",0.000725,0.651,231067,0.588,0.775,0.0628,-9.303,0,0.034,120,0.744,8,TRUE
"TEN","13JtNwA0W2hcWoUWu02c3e","New Heroes - Instrumental",0.000126,0.574,164158,0.684,0.816,0.198,-6.675,0,0.0288,144.967,0.211,28,TRUE
"Tenacious D","2UqCawhLpCVXKHYoxmSIVF","marCH",0.597,0.674,83587,0.445,0,0.269,-10.142,0,0.76,119.909,0.716,46,TRUE
"Tengger Cavalry","6DfvUY5HnaMNhNjT1r7JTw","Ride into Grave and Glory (War Horse II)",0.000644,0.553,252517,0.852,0.0933,0.133,-6.226,1,0.0625,145.005,0.53,21,TRUE
"Tenille Arts","1PzdWVeoq0U8T1L0gccgfH","Moment of Weakness (Acoustic Edition)",0.358,0.55,214253,0.393,0,0.247,-6.355,1,0.0262,139.928,0.178,19,TRUE
"Tenishia","1DdROO8QLgleW3IylEcRdY","Where Do We Begin (ASOT 887) - Vigel Remix",0.000354,0.456,199240,0.572,0.103,0.621,-12.016,0,0.0395,134.997,0.196,32,TRUE
"Tentorial Incisure","7xFP9EgB9EgywEEQv3Awlv","Old Worlds Best of All",0.891,0.372,134647,0.0334,0.905,0.194,-36.759,0,0.0486,119.678,0.341,1,TRUE
"Terekke","363mTP8zzRAr36wlbcdHRP","unother",0.994,0.245,62758,0.0862,0.784,0.092,-30.304,1,0.0422,69.895,0.039,22,TRUE
"Terekke","61nIFWvt5C2xpmy3B66YNN","Wav1",0.993,0.118,262359,0.112,0.902,0.101,-25.741,0,0.0488,77.122,0.161,48,FALSE
"Terence Blanchard","3RNsq3PizA5UHkd69pI5i7","Choices - Live",0.259,0.397,1030531,0.35,0.8,0.944,-11.626,1,0.0461,126.66,0.0765,7,TRUE
"Terrance Escobar","2PFThnRxMJ0xNWN1Tzp6Sq","*D 4 L*",0.36,0.716,142152,0.413,1.06e-05,0.107,-10.838,1,0.333,151.959,0.177,32,TRUE
"Terrell Hunt","58Q9cJqfSXFKVWatY5KNMT","You Did It! (Worship Moment)",0.619,0.356,396897,0.331,0,0.169,-12.068,1,0.0482,123.863,0.316,28,FALSE
"Terrell Morris","663rOmciTEz4Ycjf5cGVvN","Make You",0.605,0.732,230420,0.313,0.0232,0.117,-10.164,1,0.148,119.02,0.109,18,FALSE
"Terrell Morris","72FPhXhBKTHFg82XUHGmxb","Levvi",0.0871,0.567,194824,0.397,1.57e-05,0.0837,-12.446,0,0.351,83.497,0.509,18,TRUE
"Terrell Morris","1yA76WcFghjaiiGOpfSiJT","Toi",0.701,0.582,188182,0.361,4.31e-06,0.105,-12.931,0,0.429,87.561,0.349,28,TRUE
"Terror Universal","1IkFgMRBdxCrxcq2AoJc6N","Piece by Piece",1.38e-05,0.46,185429,0.993,2.78e-06,0.0664,-4.166,1,0.157,150.01,0.127,18,TRUE
"Terror Universal","4RS7fqm3YbR5qFizFGsbbO","Into Darkness",5.49e-06,0.499,257195,0.978,0.00122,0.15,-4.534,1,0.125,109.995,0.047,19,TRUE
"Terry Callier","0qDWYnO1vHapI3KrILt8nV","Blues",0.16,0.609,178201,0.623,0,0.0837,-6.701,1,0.0393,81.763,0.819,25,TRUE
"TesseracT","0W5ZC40k9XeZTTV5gxREcK","Luminary",0.00333,0.509,192948,0.87,1.84e-05,0.0874,-6.614,0,0.0541,156.042,0.391,26,FALSE
"TesseracT","1PxIeufTTNHJ5v8Mq2Tz3N","King",0.00694,0.545,416000,0.742,0.00088,0.104,-8.478,1,0.0341,120.033,0.159,33,TRUE
"test1234","3s066EVVctN6s2M4vDYPY8","Louis Boy",0.0278,0.733,69862,0.134,0.757,0.115,-25.626,1,0.582,80.089,0.102,34,TRUE
"Thaartist Kali","5RzRk50FIE0apmGeTFmnxc","They Can't Stand It",0.141,0.716,195867,0.857,0,0.113,-4.569,0,0.405,164.166,0.662,1,TRUE
"Thatshymn","63VicyH74uyuDddbFiKA6Q","Polygyny",0.098,0.779,216750,0.541,0.000232,0.0942,-6.924,1,0.121,142.007,0.84,16,TRUE
"The 1975","1avsdAHEznOhz5KFF04zOS","TOOTIMETOOTIMETOOTIME",0.166,0.662,208742,0.827,0.0165,0.086,-5.891,1,0.0624,115.014,0.477,69,TRUE
"The Absence","2csJNKB0kQFfdTRB7dGrfl","Misery Trophies",3.88e-06,0.264,362171,0.987,0.0523,0.451,-4.797,0,0.169,130.075,0.128,12,TRUE
"The Absence","2HdBVmPF5cOUCuBAFzMlLM","You Can't Bring Me Down",2.09e-05,0.242,338876,0.991,0.00505,0.395,-4.958,1,0.246,134.97,0.0578,9,TRUE
"The AI Bible","2bd5HvYP2gqAhySD9XQuz9","Psalm 48.0",0.861,0.63,109609,0.48,0.00693,0.159,-16.84,0,0.386,111.193,0.401,7,TRUE
"The AI Bible","2uuQXprir45xlYFPs9t6yg","Psalm 37.2",0.887,0.615,49416,0.401,0.00504,0.146,-17.781,0,0.509,110.461,0.247,7,FALSE
"The Album Leaf","0rxbztpzVFCpX4WqOBD9Nd","Going for a run",0.891,0.233,81704,0.274,0.901,0.0969,-19.273,1,0.0449,60.231,0.0375,22,TRUE
"The Album Leaf","3zFIgukuIQkK8eGq8sKiRf","Two Moons",0.97,0.213,61091,0.108,0.954,0.135,-27.304,0,0.0645,68.689,0.0312,15,FALSE
"The Allman Brothers Band","0JHcTiTHLN0r2W9qEimHKN","In Memory of Elizabeth Reed - Live",0.0728,0.397,561840,0.763,0.561,0.264,-11.076,1,0.0814,113.149,0.656,42,TRUE
"The Allman Brothers Band","2z8nAZl7QOuHCwDUnGIvrM","Trouble No More",0.224,0.393,251467,0.667,3.69e-05,0.265,-12.495,1,0.062,147.632,0.838,23,TRUE
"The Aquabats!","3KQ0SF2WxTSt8BgnmX1Qvb","Super Rad!",0.00388,0.486,183000,0.944,0.00126,0.0497,-3.982,1,0.118,172.918,0.949,27,TRUE
"The Aquabats!","63nkeIR6wN05Va59odRDm9","Theme Song!",0.0169,0.539,109120,0.98,0.00165,0.242,-3.61,0,0.0573,106.564,0.661,21,TRUE
"The Atlas Moth","2DfP18KuBJQj3bTp3p2kTI","Chloroform",4.82e-05,0.508,350920,0.761,0.89,0.0688,-6.3,0,0.0478,111.972,0.344,11,TRUE
"The Atlas Moth","1sEaLLiqYbeUkEslXUz7gS","Galactic Brain",1.98e-05,0.393,350307,0.96,0.0983,0.0535,-5.068,0,0.128,140.033,0.151,18,TRUE
"The Avalanches","0OVwcw2nqs4nYmFRNGI4Ke","The Noisy Eater - Zero Percent Remix",0.0148,0.859,381627,0.881,0.666,0.877,-7.918,1,0.063,116,0.518,16,TRUE
"The Bad Haircuts","1ac7O1muIU3hOZq39FAHzC","Symptoms",0.16,0.409,197330,0.692,0,0.108,-8.03,0,0.19,78.817,0.37,30,TRUE
"The Band Steele","1kxrtRKgblyAVvIueeljSB","Victory in Jesus",0.778,0.383,224184,0.168,0,0.171,-8.21,1,0.0339,165.967,0.339,34,FALSE
"The Bash Dogs","33Veqhqj5RgzKxOmsYdxWG","Love Ain't Free",5.51e-06,0.4,216687,0.837,0.833,0.154,-5.201,0,0.0431,134.043,0.692,3,TRUE
"The Bash Dogs","5OggvBEax03sO7GB70ZJVj","Howl n' Cry",0.000149,0.153,265535,0.831,0.193,0.209,-5.787,0,0.0338,90.126,0.45,4,TRUE
"The Bathroom","4g6Oae8QR0b5XUwJu1Ud1G","Solidified Remorse",0.821,0.463,170631,0.101,0.945,0.116,-32.937,0,0.0397,104.015,0.543,31,TRUE
"The Beach","1Po6bx7VTGA19pUvp4Ff8A","Our Favourite Song - Acoustic",0.849,0.622,255840,0.316,0,0.0957,-6.459,1,0.0336,124.729,0.168,23,TRUE
"The Beach Boys","0NqIHq2qofh2O8IpouYW70","Fun, Fun, Fun",0.173,0.412,143892,0.795,0,0.0635,-6.225,1,0.0361,155.138,0.939,37,TRUE
"The Beatles","7KXaC0HCD4VoIZOzWfdirZ","The Continuing Story Of Bungalow Bill - 2018 Mix",0.295,0.659,194187,0.56,0,0.683,-9.561,1,0.0648,114.796,0.738,56,TRUE
"The Bellas","6tUkcl16xxtEv9IB5ny44p","Toxic",0.313,0.627,201613,0.701,5.27e-06,0.118,-5.702,1,0.037,149.991,0.598,37,TRUE
"The Bellas","2OtGUqxrb81hHndsXsyBlE","I Don't Like It, I Love It",0.462,0.77,239669,0.745,0,0.522,-4.698,0,0.112,118.057,0.866,35,TRUE
"The Beths","2KMKj43D4tL6e6hQFCojsk","Idea/Intent",0.0567,0.204,160080,0.826,7.7e-06,0.114,-6.916,1,0.0623,183.217,0.434,33,TRUE
"The Big Announcement","6EeCBrNqo8nU27fUtYCYxl","Scotch Tape",0.0934,0.679,283519,0.421,0.00163,0.552,-7.475,1,0.0499,140.521,0.827,20,TRUE
"The Black Eyed Peas","2JVjpakRxuk15lce6tE78w","GET READY",0.257,0.767,250875,0.689,8.45e-05,0.251,-7.961,1,0.0843,100.004,0.178,23,TRUE
"The Blaze","227Z9UAmt1YTN1hS7kzZXc","HEAVEN",0.0264,0.632,219280,0.457,0.752,0.0808,-10.619,0,0.0302,125.016,0.0799,50,TRUE
"The Blinders","76Mqk0Qz7x464IFWp74ZWr","I Can't Breathe Blues",4.99e-05,0.143,178396,0.82,0.283,0.184,-7.314,1,0.0529,155.044,0.552,55,TRUE
"The Bluesbones","0E6dqxPVKKBXy9UItAvk7k","The End",0.338,0.684,378747,0.532,0.0041,0.0858,-11.174,1,0.0538,88.019,0.941,16,TRUE
"The Boxer Rebellion","71CJtl1HW4rkLdCyee7J79","Rain",0.904,0.496,301240,0.257,0.0653,0.105,-12.308,1,0.0346,118.119,0.349,30,TRUE
"THE BOYZ","0Zgm8eaoRCq4RZRw8yzWQJ","Get It",0.115,0.619,210850,0.845,4.1e-06,0.0703,-3.967,0,0.0781,149.745,0.379,38,TRUE
