CapShape,CapSurface,CapColor,Bruised,Odor,GillSpace,GillSize,GillColor,StalkShape,StalkAboveRing,StalkBelowRing,Status,ColorAboveRing,ColorBelowRing,RingNumber,RingType,SporeColor,Population,Habitat
f,y,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,v,p
f,s,g,t,f,c,b,w,t,f,f,p,w,w,o,p,h,v,u
f,y,y,f,f,c,b,p,e,k,k,p,b,b,o,l,h,y,d
x,y,n,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,p
f,s,w,t,f,c,b,h,t,f,f,p,w,w,o,p,h,v,u
f,s,g,t,f,c,b,h,t,s,s,p,w,w,o,p,h,s,u
f,y,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,g
x,y,n,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,l
f,y,g,f,f,c,b,p,e,k,k,p,b,n,o,l,h,y,d
x,f,n,f,n,w,n,w,e,s,s,e,w,n,o,e,w,v,l
f,y,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,y,d
x,s,w,t,f,c,b,p,t,f,s,p,w,w,o,p,h,s,u
x,s,g,t,f,c,b,w,t,f,f,p,w,w,o,p,h,v,g
f,f,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,p
x,s,w,t,f,c,b,h,t,s,f,p,w,w,o,p,h,s,g
x,f,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,p
f,s,w,t,f,c,b,p,t,s,s,p,w,w,o,p,h,s,u
f,y,y,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,g
x,s,g,t,f,c,b,p,t,f,f,p,w,w,o,p,h,v,u
f,y,y,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,p
f,s,w,t,f,c,b,h,t,s,s,p,w,w,o,p,h,v,g
f,y,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,g
f,y,y,f,f,c,b,p,e,k,k,p,n,p,o,l,h,y,d
f,y,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,p
f,f,g,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,p
x,y,n,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
x,y,n,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,p
x,y,n,f,y,c,n,b,t,s,s,p,w,p,o,e,w,v,p
x,y,n,f,f,c,n,b,t,k,s,p,w,p,o,e,w,v,p
b,y,y,f,n,c,n,w,e,k,y,p,w,n,o,e,w,v,d
x,s,g,t,f,c,b,w,t,f,f,p,w,w,o,p,h,v,u
x,s,g,t,f,c,b,w,t,s,f,p,w,w,o,p,h,v,g
x,s,g,t,f,c,b,p,t,s,s,p,w,w,o,p,h,s,g
x,f,y,f,f,c,b,p,e,k,k,p,n,n,o,l,h,v,g
x,y,n,f,s,c,n,b,t,k,s,p,p,w,o,e,w,v,p
x,y,n,f,n,w,n,w,e,f,s,e,w,n,o,e,w,v,l
x,f,y,f,f,c,b,p,e,k,k,p,n,n,o,l,h,v,p
f,y,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,v,g
f,f,y,f,f,c,b,h,e,k,k,p,p,p,o,l,h,y,p
b,f,n,f,n,c,n,w,e,k,y,p,w,n,o,e,w,v,d
x,y,n,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,p
f,y,y,f,f,c,b,h,e,k,k,p,n,b,o,l,h,y,d
x,y,y,f,f,c,b,g,e,k,k,p,n,b,o,l,h,y,g
x,s,g,t,f,c,b,p,t,f,s,p,w,w,o,p,h,s,g
x,y,n,f,f,c,n,b,t,s,k,p,w,p,o,e,w,v,d
f,y,n,f,n,w,n,w,e,f,f,e,w,n,o,e,w,v,l
f,y,g,f,f,c,b,h,e,k,k,p,p,n,o,l,h,v,g
x,y,n,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,p
f,f,g,f,f,c,b,h,e,k,k,p,p,p,o,l,h,y,d
f,f,g,f,f,c,b,p,e,k,k,p,b,p,o,l,h,v,d
x,s,g,t,f,c,b,p,t,s,f,p,w,w,o,p,h,s,g
x,y,n,f,y,c,n,b,t,k,s,p,p,p,o,e,w,v,p
x,y,e,f,y,c,n,b,t,k,k,p,p,p,o,e,w,v,l
x,f,n,f,n,w,n,w,e,f,f,e,w,n,o,e,w,v,l
f,y,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,v,d
f,s,w,t,f,c,b,w,t,s,s,p,w,w,o,p,h,s,u
f,y,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,d
f,s,g,t,f,c,b,h,t,s,f,p,w,w,o,p,h,s,g
x,y,n,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
f,y,y,f,f,c,b,g,e,k,k,p,b,b,o,l,h,v,g
f,s,g,t,f,c,b,h,t,f,s,p,w,w,o,p,h,s,g
f,s,w,t,f,c,b,h,t,s,f,p,w,w,o,p,h,s,u
x,y,n,f,s,c,n,b,t,s,k,p,w,w,o,e,w,v,d
f,f,y,f,f,c,b,p,e,k,k,p,n,n,o,l,h,y,d
x,y,n,f,f,c,n,b,t,k,k,p,w,p,o,e,w,v,d
f,y,y,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,g
x,y,e,f,y,c,n,b,t,k,s,p,w,p,o,e,w,v,l
x,y,n,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
f,y,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,y,g
x,y,e,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,p
f,s,e,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,d
x,y,e,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,d
x,s,n,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
f,y,n,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
f,y,e,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,d
k,y,n,f,y,c,n,b,t,k,s,p,p,p,o,e,w,v,l
f,y,e,f,y,c,n,b,t,s,s,p,w,w,o,e,w,v,p
x,s,e,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,l
f,y,n,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,p
f,y,e,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
x,s,e,f,s,c,n,b,t,s,s,p,w,p,o,e,w,v,l
x,s,n,f,s,c,n,b,t,k,k,p,p,p,o,e,w,v,l
f,s,e,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
f,s,e,f,y,c,n,b,t,k,k,p,w,p,o,e,w,v,l
f,y,e,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,p
f,y,n,f,y,c,n,b,t,s,k,p,p,p,o,e,w,v,p
f,y,n,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
x,y,e,f,s,c,n,b,t,k,s,p,w,p,o,e,w,v,d
k,s,n,f,y,c,n,b,t,s,k,p,p,p,o,e,w,v,p
x,s,n,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
f,s,e,f,y,c,n,b,t,k,k,p,p,w,o,e,w,v,d
f,y,e,f,s,c,n,b,t,k,k,p,w,w,o,e,w,v,l
k,s,e,f,y,c,n,b,t,s,s,p,p,p,o,e,w,v,p
f,y,e,f,y,c,n,b,t,k,s,p,p,p,o,e,w,v,d
x,s,n,f,s,c,n,b,t,k,k,p,w,w,o,e,w,v,p
f,s,e,f,y,c,n,b,t,k,k,p,w,w,o,e,w,v,d
f,s,n,f,y,c,n,b,t,k,k,p,w,w,o,e,w,v,l
f,y,e,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,d
f,s,e,f,y,c,n,b,t,s,s,p,w,p,o,e,w,v,l
f,s,n,f,s,c,n,b,t,k,k,p,w,w,o,e,w,v,p
f,y,e,f,s,c,n,b,t,s,k,p,w,p,o,e,w,v,p
x,s,e,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,l
f,s,e,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
x,s,n,f,s,c,n,b,t,k,k,p,w,w,o,e,w,v,d
f,y,n,f,s,c,n,b,t,s,k,p,w,p,o,e,w,v,p
x,y,e,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
f,y,n,f,y,c,n,b,t,k,s,p,p,w,o,e,w,v,l
f,s,n,f,y,c,n,b,t,k,k,p,p,p,o,e,w,v,d
f,y,e,f,y,c,n,b,t,s,s,p,p,p,o,e,w,v,d
f,y,n,f,s,c,n,b,t,k,s,p,p,w,o,e,w,v,l
f,y,e,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,p
f,s,n,f,y,c,n,b,t,k,s,p,w,w,o,e,w,v,l
x,y,e,f,y,c,n,b,t,s,k,p,w,w,o,e,w,v,l
x,s,n,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,d
f,s,n,f,s,c,n,b,t,s,k,p,w,p,o,e,w,v,d
f,y,e,f,y,c,n,b,t,s,k,p,w,w,o,e,w,v,d
f,s,n,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
f,s,n,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,p
f,s,n,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
f,y,e,f,s,c,n,b,t,k,s,p,w,p,o,e,w,v,d
f,s,e,f,y,c,n,b,t,s,k,p,p,p,o,e,w,v,l
x,y,e,f,f,c,n,b,t,s,k,p,w,p,o,e,w,v,l
x,s,e,f,y,c,n,b,t,k,s,p,w,p,o,e,w,v,d
f,s,e,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,d
f,y,n,f,y,c,n,b,t,k,s,p,w,w,o,e,w,v,p
x,y,e,f,f,c,n,b,t,k,s,p,w,p,o,e,w,v,d
k,s,e,f,s,c,n,b,t,s,s,p,w,p,o,e,w,v,l
k,s,n,f,f,c,n,b,t,k,k,p,w,p,o,e,w,v,l
f,y,n,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
x,s,e,f,s,c,n,b,t,s,s,p,p,p,o,e,w,v,l
x,y,e,f,f,c,n,b,t,k,k,p,w,p,o,e,w,v,l
f,y,e,f,s,c,n,b,t,s,s,p,w,p,o,e,w,v,p
f,y,n,f,s,c,n,b,t,s,s,p,p,w,o,e,w,v,l
f,s,e,f,f,c,n,b,t,s,k,p,w,p,o,e,w,v,p
x,s,n,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,p
x,f,w,f,n,w,b,w,e,k,k,e,w,w,t,p,w,n,g
f,y,n,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,p
x,s,n,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,d
x,s,e,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
f,s,n,f,s,c,n,b,t,s,s,p,p,w,o,e,w,v,l
f,s,n,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,l
x,y,e,f,s,c,n,b,t,k,k,p,w,p,o,e,w,v,l
x,s,e,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,d
f,s,n,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,l
k,s,n,f,f,c,n,b,t,k,k,p,p,p,o,e,w,v,p
f,y,n,f,s,c,n,b,t,k,s,p,w,w,o,e,w,v,p
x,s,n,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,l
f,y,e,f,y,c,n,b,t,k,s,p,p,w,o,e,w,v,l
x,s,e,f,y,c,n,b,t,k,k,p,p,p,o,e,w,v,d
f,s,n,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,l
f,y,n,f,s,c,n,b,t,s,s,p,p,w,o,e,w,v,p
k,y,n,f,y,c,n,b,t,k,s,p,w,p,o,e,w,v,l
f,y,n,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,d
f,s,n,f,y,c,n,b,t,k,s,p,w,p,o,e,w,v,d
x,s,e,f,s,c,n,b,t,s,s,p,p,w,o,e,w,v,l
f,s,n,f,y,c,n,b,t,s,s,p,p,p,o,e,w,v,l
f,s,n,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,d
f,s,e,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,l
f,y,n,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,l
f,s,n,f,f,c,n,b,t,k,k,p,p,p,o,e,w,v,d
f,y,n,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,l
f,s,e,f,y,c,n,b,t,s,k,p,p,w,o,e,w,v,l
f,s,e,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,l
x,y,e,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
f,s,n,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,p
x,y,e,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,d
f,y,e,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
x,s,n,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
f,y,n,f,s,c,n,b,t,s,s,p,w,w,o,e,w,v,p
f,y,e,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,d
x,y,e,f,s,c,n,b,t,k,s,p,p,w,o,e,w,v,l
f,y,n,f,y,c,n,b,t,s,k,p,w,w,o,e,w,v,d
f,y,n,f,y,c,n,b,t,s,k,p,p,p,o,e,w,v,l
x,y,e,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,l
f,y,n,f,y,c,n,b,t,k,k,p,p,p,o,e,w,v,l
f,s,n,f,s,c,n,b,t,k,s,p,p,w,o,e,w,v,l
x,s,n,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,p
f,y,e,f,y,c,n,b,t,k,k,p,w,p,o,e,w,v,p
x,y,e,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,l
x,s,e,f,f,c,n,b,t,k,k,p,w,p,o,e,w,v,p
f,s,e,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
f,y,e,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,d
x,y,e,f,s,c,n,b,t,s,k,p,w,w,o,e,w,v,l
x,y,e,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,l
x,s,n,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,l
x,s,e,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,l
k,s,e,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,p
x,s,e,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,p
f,s,n,f,y,c,n,b,t,s,s,p,w,p,o,e,w,v,d
x,s,n,f,y,c,n,b,t,s,k,p,p,w,o,e,w,v,l
f,y,n,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,p
f,y,e,f,y,c,n,b,t,s,k,p,p,w,o,e,w,v,l
f,s,e,f,s,c,n,b,t,s,s,p,w,w,o,e,w,v,l
x,y,e,f,f,c,n,b,t,k,k,p,p,p,o,e,w,v,l
x,s,e,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
x,s,n,f,y,c,n,b,t,k,k,p,w,p,o,e,w,v,d
x,y,e,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
f,s,e,f,f,c,n,b,t,k,s,p,w,p,o,e,w,v,p
f,s,n,f,y,c,n,b,t,s,k,p,w,w,o,e,w,v,l
f,y,e,f,y,c,n,b,t,k,s,p,w,w,o,e,w,v,p
x,y,e,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,l
k,s,e,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
f,y,n,f,s,c,n,b,t,s,s,p,w,w,o,e,w,v,d
f,s,n,f,y,c,n,b,t,s,k,p,w,w,o,e,w,v,d
x,s,e,f,y,c,n,b,t,k,k,p,w,p,o,e,w,v,p
f,s,n,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,l
f,s,e,f,s,c,n,b,t,k,k,p,w,p,o,e,w,v,p
f,y,e,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,l
b,f,w,f,n,w,b,g,e,s,s,e,w,w,t,p,w,n,g
x,y,e,f,s,c,n,b,t,s,s,p,w,p,o,e,w,v,l
x,y,e,f,f,c,n,b,t,k,k,p,p,p,o,e,w,v,p
f,y,e,f,s,c,n,b,t,k,s,p,w,w,o,e,w,v,l
f,y,e,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,l
k,f,w,f,n,w,b,g,e,k,s,e,w,w,t,p,w,s,g
x,s,n,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,p
f,s,n,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,p
x,s,n,f,s,c,n,b,t,s,s,p,p,p,o,e,w,v,d
f,s,e,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
x,s,n,f,f,c,n,b,t,s,k,p,w,p,o,e,w,v,p
x,s,n,f,f,c,n,b,t,k,k,p,w,p,o,e,w,v,p
x,s,e,f,s,c,n,b,t,k,k,p,w,p,o,e,w,v,p
k,s,n,f,y,c,n,b,t,s,s,p,w,p,o,e,w,v,d
x,y,e,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
x,s,e,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,d
x,y,e,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
x,s,e,f,s,c,n,b,t,s,s,p,w,w,o,e,w,v,d
x,s,e,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,d
x,s,e,f,s,c,n,b,t,k,k,p,w,p,o,e,w,v,l
x,s,e,f,s,c,n,b,t,s,s,p,w,p,o,e,w,v,d
f,y,e,f,s,c,n,b,t,s,k,p,w,w,o,e,w,v,d
x,s,n,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,d
f,s,n,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,d
x,s,e,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
f,s,e,f,y,c,n,b,t,s,k,p,p,w,o,e,w,v,p
x,s,n,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,l
f,y,e,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,d
x,s,n,f,y,c,n,b,t,k,s,p,w,p,o,e,w,v,l
k,s,n,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
f,s,e,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,l
f,s,e,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,l
f,y,e,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,p
k,s,n,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,p
f,y,n,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
f,s,e,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
x,y,e,f,s,c,n,b,t,k,s,p,w,w,o,e,w,v,d
f,s,e,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,l
f,y,e,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,l
f,s,n,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,d
f,s,n,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
x,y,e,f,s,c,n,b,t,k,k,p,w,w,o,e,w,v,p
x,y,e,f,s,c,n,b,t,k,k,p,p,p,o,e,w,v,l
f,s,e,f,y,c,n,b,t,k,k,p,w,p,o,e,w,v,p
k,y,e,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
f,y,e,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,p
k,y,n,f,s,c,n,b,t,s,k,p,w,p,o,e,w,v,d
x,s,e,f,s,c,n,b,t,k,s,p,w,p,o,e,w,v,l
x,y,e,f,s,c,n,b,t,s,k,p,w,p,o,e,w,v,p
x,s,n,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
f,y,n,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,l
x,s,e,f,f,c,n,b,t,k,k,p,p,p,o,e,w,v,p
b,s,g,f,n,w,b,w,e,s,k,e,w,w,t,p,w,n,g
x,y,e,f,s,c,n,b,t,k,k,p,p,p,o,e,w,v,p
x,s,e,f,s,c,n,b,t,k,s,p,p,w,o,e,w,v,d
f,y,e,f,s,c,n,b,t,s,s,p,p,p,o,e,w,v,l
x,s,e,f,y,c,n,b,t,k,s,p,w,p,o,e,w,v,p
f,y,e,f,y,c,n,b,t,s,k,p,p,w,o,e,w,v,d
f,y,e,f,f,c,n,b,t,k,k,p,w,p,o,e,w,v,l
x,s,n,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
f,y,n,f,f,c,n,b,t,k,s,p,w,p,o,e,w,v,p
k,s,w,f,n,w,b,g,e,k,s,e,w,w,t,p,w,s,g
f,y,e,f,s,c,n,b,t,k,k,p,w,w,o,e,w,v,p
x,s,e,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,p
f,y,n,f,y,c,n,b,t,k,s,p,w,p,o,e,w,v,l
f,y,n,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,l
x,s,e,f,y,c,n,b,t,k,k,p,w,p,o,e,w,v,l
f,y,e,f,y,c,n,b,t,k,k,p,w,w,o,e,w,v,d
f,y,e,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
f,s,n,f,y,c,n,b,t,s,k,p,w,w,o,e,w,v,p
x,y,e,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
f,y,e,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,d
b,f,g,f,n,w,b,p,e,k,s,e,w,w,t,p,w,n,g
k,y,e,f,s,c,n,b,t,s,k,p,w,w,o,e,w,v,l
x,y,e,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
k,s,e,f,f,c,n,b,t,s,k,p,w,p,o,e,w,v,l
x,s,n,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,p
k,s,w,f,n,w,b,g,e,s,k,e,w,w,t,p,w,s,g
f,s,e,f,s,c,n,b,t,s,s,p,p,p,o,e,w,v,d
x,s,n,f,y,c,n,b,t,k,s,p,p,p,o,e,w,v,p
k,s,e,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
k,y,n,f,s,c,n,b,t,k,k,p,w,w,o,e,w,v,l
k,y,e,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,p
x,s,e,f,y,c,n,b,t,k,s,p,w,w,o,e,w,v,d
f,s,e,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,p
f,y,e,f,f,c,n,b,t,k,k,p,p,p,o,e,w,v,p
x,y,e,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,d
f,y,n,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,d
x,y,e,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,d
f,y,n,f,y,c,n,b,t,s,s,p,w,p,o,e,w,v,l
x,y,e,f,y,c,n,b,t,s,s,p,w,p,o,e,w,v,l
k,y,n,f,y,c,n,b,t,k,k,p,w,p,o,e,w,v,l
f,s,e,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
x,s,n,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,p
f,y,n,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,d
f,s,e,f,s,c,n,b,t,s,k,p,w,p,o,e,w,v,d
x,s,e,f,y,c,n,b,t,k,k,p,p,w,o,e,w,v,d
f,s,n,f,y,c,n,b,t,s,k,p,w,p,o,e,w,v,d
f,y,n,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,l
x,y,e,f,f,c,n,b,t,s,s,p,p,p,o,e,w,v,d
x,s,e,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,d
f,y,e,f,y,c,n,b,t,s,s,p,p,p,o,e,w,v,l
f,s,e,f,y,c,n,b,t,k,s,p,p,w,o,e,w,v,l
f,y,e,f,f,c,n,b,t,k,s,p,w,p,o,e,w,v,d
x,s,n,f,s,c,n,b,t,s,s,p,p,w,o,e,w,v,l
f,s,n,f,s,c,n,b,t,s,k,p,w,w,o,e,w,v,d
x,s,n,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
f,y,n,f,y,c,n,b,t,k,k,p,w,p,o,e,w,v,p
k,y,n,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,d
x,s,e,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,p
f,y,n,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
x,y,e,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,p
f,y,e,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,d
x,y,e,f,y,c,n,b,t,s,k,p,w,w,o,e,w,v,d
f,y,e,f,y,c,n,b,t,k,s,p,w,w,o,e,w,v,l
f,y,e,f,s,c,n,b,t,s,s,p,w,p,o,e,w,v,d
f,s,e,f,s,c,n,b,t,s,k,p,w,w,o,e,w,v,l
k,y,e,f,y,c,n,b,t,k,k,p,w,w,o,e,w,v,l
x,s,e,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,p
k,s,g,f,n,w,b,g,e,k,s,e,w,w,t,p,w,s,g
x,s,n,f,y,c,n,b,t,k,s,p,p,w,o,e,w,v,l
f,s,e,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,d
f,s,n,f,y,c,n,b,t,s,k,p,p,p,o,e,w,v,d
f,s,e,f,s,c,n,b,t,k,k,p,p,p,o,e,w,v,l
f,y,n,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,p
x,s,e,f,y,c,n,b,t,s,s,p,w,p,o,e,w,v,p
x,s,e,f,s,c,n,b,t,s,k,p,w,w,o,e,w,v,p
x,s,e,f,y,c,n,b,t,s,s,p,w,p,o,e,w,v,d
x,s,e,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
f,s,e,f,s,c,n,b,t,s,s,p,p,w,o,e,w,v,d
x,s,e,f,s,c,n,b,t,s,k,p,p,p,o,e,w,v,p
x,s,n,f,f,c,n,b,t,s,k,p,p,p,o,e,w,v,l
f,s,n,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,l
k,y,n,f,y,c,n,b,t,k,s,p,w,w,o,e,w,v,d
x,y,e,f,s,c,n,b,t,k,s,p,p,w,o,e,w,v,p
x,s,n,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
x,s,e,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
b,s,w,f,n,w,b,p,e,k,k,e,w,w,t,p,w,s,g
f,s,e,f,s,c,n,b,t,k,k,p,p,w,o,e,w,v,p
x,s,e,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,l
x,y,e,f,f,c,n,b,t,s,k,p,w,p,o,e,w,v,d
f,y,n,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,p
f,s,e,f,y,c,n,b,t,k,s,p,p,p,o,e,w,v,l
f,y,n,f,s,c,n,b,t,s,k,p,w,p,o,e,w,v,d
f,y,e,f,f,c,n,b,t,k,k,p,w,p,o,e,w,v,d
f,s,n,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
x,y,e,f,f,c,n,b,t,s,s,p,w,p,o,e,w,v,l
f,s,n,f,s,c,n,b,t,k,s,p,p,w,o,e,w,v,d
x,s,n,f,y,c,n,b,t,k,s,p,w,w,o,e,w,v,l
f,s,e,f,s,c,n,b,t,k,s,p,p,p,o,e,w,v,p
x,s,n,f,s,c,n,b,t,s,s,p,w,w,o,e,w,v,d
f,s,e,f,s,c,n,b,t,k,s,p,p,w,o,e,w,v,l
x,y,e,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,p
f,y,n,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
x,y,e,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,l
f,s,n,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
f,s,n,f,y,c,n,b,t,k,s,p,w,p,o,e,w,v,p
