id,name,mobility,state,population,urban,seg_racial,seg_income,seg_poverty,seg_affluenc e,commute,income,gini,share_01,gini_99,middle_class,local_tax_rate,local_gov_spending,progressivity,eitc,school_spending,student_teacher_ratio,test_scores,hs_dropout,colleges,tuition,graduation,labor_force_participation,manufacturing,chinese_imports,teenage_labor,migration_in,migration_out,foreign_born,social_capital,religious,violent_crime,single_mothers,divorced,married,longitude,latitude
19000,Allentown,0.082631499,PA,637958,1,0.214,0.082,0.07,0.094,0.329,39894,0.402,12.055,0.281,0.53,0.023,2217,0,0,7.449,19.3,0.125,-0.007,0.02,14658,0.037,0.633,0.206,1.102,0.005,0.03,0.02,0.051,0.448,0.626,0.001,0.186,0.084,0.567,-75.45980835,40.84012222
19100,Reading,0.096309543,PA,1114959,1,0.262,0.066,0.068,0.062,0.344,38217,0.372,10.983,0.262,0.582,0.021,1807,0,0,7.694,19.1,2.944,-0.001,0.019,8790,0.144,0.65,0.234,2.03,0.005,0.02,0.015,0.032,0.548,0.538,0.002,0.17,0.079,0.583,-76.25319672,40.15399551
19200,Harrisburg,0.079268292,PA,1051424,1,0.278,0.06,0.056,0.062,0.314,38699,0.37,11.141,0.258,0.573,0.021,1909,0,0,7.256,17.9,0.608,-0.002,0.018,8336,0.107,0.661,0.178,1.804,0.005,0.02,0.013,0.028,0.683,0.488,0.001,0.186,0.088,0.583,-77.17478943,40.30975342
19300,Poughkeepsie,0.094835781,NY,873232,1,0.142,0.07,0.073,0.068,0.301,39707,0.39,9.621,0.293,0.482,0.039,3085,0,6.905,9.084,16.2,2.093,-0.012,0.014,8390,0.083,0.637,0.105,1.941,0.005,0.026,0.024,0.078,-0.759,0.574,0.002,0.183,0.079,0.557,-74.45875549,41.72276306
19400,New York,0.105000839,NY,11781395,1,0.382,0.132,0.114,0.141,0.156,45509,0.684,29.143,0.393,0.44,0.035,3483,0,6.905,9.949,18.7,-1.449,0.013,0.012,9269,-0.099,0.598,0.07,0.779,0.004,0.01,0.022,0.296,-1.108,0.635,0.004,0.278,0.073,0.481,-73.49343109,40.88682938
19500,Toms River,0.122297861,NJ,1126217,1,0.198,0.109,0.099,0.118,0.263,54036,0.407,15.42,0.253,0.419,0.031,2632,7.22,1.19,NA,NA,5.938,-0.012,0.001,4100,-0.246,0.614,0.081,0.623,0.006,0.027,0.025,0.087,-0.56,0.614,0.001,0.146,0.075,0.587,-74.32274628,40.02758789
19600,Newark,0.10242597,NJ,5822286,1,0.323,0.118,0.1,0.131,0.234,51373,0.518,19.205,0.325,0.401,0.031,2782,7.22,1.19,NA,15.4,-0.599,-0.005,0.005,7282,-0.153,0.646,0.13,1.316,0.005,0.016,0.024,0.227,-0.466,0.611,0.002,0.19,0.072,0.542,-74.64870453,40.71062469
19700,Philadelphia,0.074011669,PA,5602247,1,0.376,0.122,0.111,0.13,0.246,43746,0.491,15.29,0.338,0.461,0.029,2877,0,0,7.967,18.7,-3.101,0.007,0.012,10851,0.004,0.636,0.117,0.778,0.005,0.013,0.014,0.071,0.068,0.561,0.003,0.239,0.08,0.512,-75.30618286,39.86660767
19800,Wilmington,0.065723926,DE,586216,1,0.216,0.091,0.078,0.1,0.251,44620,0.427,13.844,0.289,0.469,0.013,1737,0.75,0,7.584,17.7,-3.338,0.006,0.012,4385,0.051,0.682,0.136,0.54,0.005,0.028,0.024,0.059,0.111,0.435,0.004,0.23,0.097,0.531,-75.74407959,39.5715065
19901,Dover,0.062596008,DE,439269,1,0.131,0.03,0.028,0.029,0.358,36398,0.449,9.882,0.35,0.509,0.017,1965,0.75,0,6.835,16.7,5.869,0.001,0.018,5194,-0.025,0.621,0.127,0.426,0.006,0.027,0.012,0.039,-0.757,0.368,0.005,0.255,0.097,0.557,-75.53298187,38.53848267
19902,Easton,0.062635928,MD,154018,1,0.111,0.056,0.045,0.064,0.32,43805,0.48,14.508,0.335,0.517,0.019,1702,1,11.429,6.562,17.7,0.006,-0.001,0.013,14255,0.003,0.647,0.12,0.394,0.007,0.026,0.015,0.026,-0.476,0.43,0.002,0.227,0.091,0.577,-76.04237366,38.78691483
19903,Chincoteague,0.044514105,VA,51398,0,0.084,0.007,0.003,0.009,0.393,31562,0.477,11.521,0.362,0.399,0.02,1947,0,0,5.638,NA,5.172,0.023,0.019,1114,-0.059,0.586,0.164,0.432,0.005,0.006,0.009,0.04,-0.453,0.339,0.002,0.293,0.085,0.536,-75.69618988,37.67191696
20001,Bangor,0.080909684,ME,289843,1,0.065,0.028,0.027,0.03,0.403,32900,0.397,8.898,0.308,0.586,0.027,1720,0,0.234,6.669,15.7,3.767,-0.007,0.024,4991,0.141,0.635,0.121,2.789,0.005,0.014,0.013,0.023,0.392,0.292,0.001,0.207,0.118,0.561,-69.06671143,44.96829987
20002,Calais,0.068027213,ME,33941,0,0.196,0.008,0.007,0.009,0.493,26505,0.377,6.18,0.316,0.529,0.024,1529,0,0.234,7.988,13.7,4.963,-0.009,0.059,2701,0.165,0.57,0.138,0.53,0.007,0.011,0.013,0.04,-0.723,0.259,0.001,0.213,0.114,0.565,-67.60500336,44.99893951
20003,Presque Isle,0.085585587,ME,73938,0,0.057,0.008,0.009,0.009,0.512,27952,0.368,7.492,0.293,0.6,0.023,1769,0,0.234,6.823,15.7,3.045,-0.027,NA,NA,-0.02,0.586,0.125,1.271,0.006,0.011,0.012,0.059,-0.661,0.608,0.001,0.176,0.091,0.588,-68.52697754,46.39647675
20100,Portland,0.080598019,ME,690459,1,0.052,0.054,0.05,0.055,0.363,37252,0.439,13.348,0.306,0.574,0.027,1931,0,0.234,6.85,15.9,2.793,-0.009,0.013,3538,0.064,0.664,0.141,2.669,0.006,0.016,0.014,0.028,0.334,0.365,0.001,0.211,0.118,0.555,-69.93924713,44.73403549
20200,Burlington,0.093187854,VT,321496,1,0.044,0.062,0.058,0.067,0.366,37131,0.405,11.589,0.289,0.558,0.03,1866,5.9,21.333,9.101,14.8,6.641,NA,0.016,12201,0.239,0.706,0.161,1.427,0.006,0.012,0.013,0.044,0.451,0.422,0.001,0.182,0.1,0.542,-73.03452301,44.06721497
20301,Berlin,0.083530806,VT,95549,0,0.018,0.014,0.016,0.013,0.433,31204,0.38,10.699,0.273,0.608,0.032,1842,5.9,21.333,7.825,13.8,3.676,NA,NA,NA,-0.024,0.64,0.193,1.802,0.006,0.016,0.012,0.04,0.509,0.488,0,0.208,0.112,0.571,-71.77488708,44.49932098
20302,Claremont,0.078877002,VT,265884,0,0.041,0.03,0.021,0.037,0.383,38571,0.404,11.609,0.288,0.6,0.037,1940,5.9,21.333,8.352,14.6,6.585,NA,0.011,16323,0.22,0.68,0.143,2.416,0.007,0.02,0.017,0.033,1.026,0.332,0,0.193,0.11,0.557,-72.26516724,43.81871033
20401,Providence,0.08209534,RI,1582997,1,0.23,0.089,0.085,0.092,0.328,39543,0.426,13.552,0.291,0.529,0.025,1879,6.15,19.048,7.203,14.8,-2.206,0.008,0.004,11924,0.097,0.65,0.171,2.592,0.006,0.014,0.019,0.115,-0.389,0.623,0.002,0.248,0.092,0.524,-71.35980988,41.66811752
20402,Nantucket,0.081081078,MA,9520,0,0.035,0.01,0.009,0.003,0.818,49651,0.364,NA,NA,NA,0.07,4868,0,3.571,8.164,NA,NA,NA,NA,NA,NA,0.74,0.032,0.005,NA,0.013,0.011,0.08,7.305,0.383,0.002,0.179,0.121,0.479,-70.06336212,41.30394363
20403,Oak Bluffs,0.067669176,MA,14987,0,0.016,0.008,0.01,0.003,0.576,48059,0.403,10.469,0.299,0.526,0.054,3752,0,3.571,NA,NA,17.311,-0.001,NA,NA,NA,0.682,0.029,0.036,0.008,0.012,0.011,0.063,4.994,0.86,0.001,0.211,0.126,0.515,-70.65581512,41.39079666
20500,Boston,0.104849979,MA,4974945,1,0.264,0.093,0.075,0.107,0.251,49445,0.477,21.448,0.263,0.444,0.023,2475,0,3.571,7.89,NA,4.084,0.001,0.008,15931,-0.002,0.665,0.12,1.555,0.006,0.014,0.022,0.132,0.298,0.652,0.003,0.206,0.08,0.518,-71.18860626,42.21232986
20600,Manchester,0.100151748,NH,1193391,1,0.08,0.072,0.06,0.084,0.301,43530,0.38,12.697,0.253,0.536,0.034,1804,0,0,6.546,16.8,3.63,0.017,0.008,8732,0.018,0.708,0.182,1.866,0.006,0.024,0.021,0.044,-0.262,0.485,0.001,0.173,0.105,0.579,-71.29773712,43.47398376
20700,Keene,0.090111643,NH,118041,0,0.024,0.025,0.03,0.023,0.407,37048,0.478,24.837,0.229,0.593,0.042,1856,0,0,8.513,14.3,1.881,0.015,0.017,4732,0.059,0.693,0.159,1.616,0.006,0.024,0.017,0.025,0.684,0.293,0.001,0.199,0.107,0.545,-72.47473907,43.03258896
20800,Springfield,0.068050474,MA,680014,1,0.295,0.079,0.08,0.075,0.342,36671,0.413,10.672,0.307,0.519,0.018,2420,0,3.571,7.855,NA,-0.369,0.007,0.012,7485,0.13,0.647,0.148,3.403,0.005,0.013,0.015,0.067,0.235,0.586,0.003,0.286,0.095,0.486,-72.65020752,42.35914993
20901,Bridgeport,0.078617893,CT,3405565,1,0.269,0.117,0.097,0.13,0.308,53281,0.49,21.68,0.274,0.438,0.026,2476,0,0,8.888,14.9,-4.993,NA,0.008,9747,-0.084,0.666,0.148,1.271,0.005,0.014,0.016,0.109,0.493,0.579,0.002,0.217,0.093,0.55,-72.60929108,41.62807083
20902,Pittsfield,0.086519115,MA,171947,1,0.067,0.052,0.045,0.053,0.479,41091,0.437,13.776,0.299,0.547,0.022,1669,0,3.571,8.124,15.6,4.525,0.015,0.006,24619,0.174,0.642,0.138,0.701,0.006,0.014,0.014,0.035,0.951,0.624,0.002,0.238,0.104,0.534,-73.05254364,42.69446182
21001,Ashland,0.091032609,WI,47701,0,0.236,0.011,0.01,0.009,0.533,32218,0.32,7.108,0.249,0.646,0.027,2725,0.25,11.667,7.119,16.3,7.588,NA,0.021,14415,0.234,0.632,0.199,1.231,0.006,0.007,0.008,0.01,1.525,0.583,0,0.178,0.097,0.576,-90.64930725,46.1779747
21002,Houghton,0.102272727,MI,47063,0,0.124,0.016,0.019,0.01,0.55,26975,0.376,12.232,0.254,0.638,0.02,2240,0,0,6.434,18,7.375,NA,0.042,4935,0.23,0.563,0.089,0.202,0.006,0.007,0.006,0.023,0.46,0.502,0.001,0.192,0.084,0.485,-88.50948334,47.14747238
21003,Ironwood,0.121387281,MI,32049,0,0.159,0.012,0.012,0.012,0.554,32111,0.332,6.552,0.266,0.636,0.025,3036,0,0,6.902,15.4,8.369,NA,0.031,1922,0.084,0.534,0.143,0.262,0.006,0.004,0.004,0.014,1.087,0.552,0,0.203,0.094,0.578,-89.61473083,46.49196243
21004,Rhinelander,0.106280193,WI,67833,0,0.198,0.013,0.012,0.012,0.509,37115,0.403,10.478,0.299,0.608,0.038,2512,0.25,11.667,7.827,16.1,2.187,NA,0.015,2018,-0.153,0.597,0.107,0.415,0.007,0.019,0.015,0.015,1.928,0.593,0,0.184,0.103,0.616,-89.08564758,45.83354568
21101,Rice Lake,0.101526208,WI,92542,0,0.185,0.007,0.007,0.006,0.499,33974,0.407,14.031,0.267,0.614,0.028,2679,0.25,11.667,7.359,15.7,6.642,-0.027,0.032,3003,0.074,0.639,0.224,0.762,0.006,0.014,0.015,0.013,1.542,0.568,0,0.178,0.097,0.598,-91.40962219,45.66728973
21102,Amery,0.128550068,WI,56993,0,0.066,0.021,0.019,0.024,0.356,36392,0.311,7.72,0.233,0.625,0.026,2604,0.25,11.667,8.83,16.3,7.446,NA,NA,NA,NA,0.649,0.266,0.85,0.007,0.031,0.022,0.01,1.572,0.522,0,0.163,0.101,0.601,-92.53437805,45.70658493
21201,Hutchinson,0.17706576,MN,72898,1,0.069,0.011,0.009,0.012,0.464,37753,0.272,6.513,0.207,0.668,0.015,3364,2.5,17.286,5.951,18.1,6.678,-0.02,NA,NA,NA,0.707,0.305,8.387,0.007,0.025,0.023,0.019,1.706,0.791,0.001,0.133,0.068,0.623,-94.22481537,44.80722046
21202,Redwood Falls,0.197183102,MN,33969,0,0.098,0.005,0.005,0.007,0.571,37685,0.285,7.039,0.214,0.689,0.021,2928,2.5,17.286,6.256,15.8,7.455,-0.026,NA,NA,NA,0.653,0.184,0.887,0.008,0.012,0.017,0.013,2.83,0.874,0.002,0.138,0.068,0.615,-95.05023193,44.57830048
21301,Mankato,0.126344085,MN,149925,1,0.113,0.032,0.029,0.036,0.563,34778,0.303,10.199,0.201,0.668,0.019,2663,2.5,17.286,6.464,17.3,6.834,-0.014,0.04,5858,0.121,0.717,0.216,0.989,0.007,0.017,0.017,0.028,2.004,0.701,0.001,0.161,0.067,0.552,-94.4642868,44.21009064
21302,Owatonna,0.137931034,MN,109871,0,0.085,0.025,0.023,0.027,0.544,35164,0.28,8.304,0.197,0.623,0.018,2862,2.5,17.286,7.047,17.5,6.546,0.002,0.027,20533,0.454,0.705,0.232,1.749,0.007,0.025,0.021,0.038,1.71,0.726,0.001,0.151,0.08,0.579,-93.38687897,44.14463806
21400,St. Cloud,0.126889601,MN,254139,1,0.094,0.056,0.06,0.053,0.398,35324,0.318,9.355,0.224,0.623,0.023,2480,2.5,17.286,6.503,18.1,6.546,-0.013,0.02,6714,0.106,0.732,0.191,0.79,0.006,0.038,0.026,0.019,0.717,0.611,0.001,0.143,0.071,0.569,-94.03432465,45.58083725
21501,Minneapolis,0.085201129,MN,2904389,1,0.193,0.104,0.1,0.104,0.264,47071,0.375,15.617,0.219,0.471,0.026,3365,2.5,17.286,8.069,18.7,0.449,0.012,0.016,6501,-0.076,0.743,0.158,1.04,0.006,0.014,0.017,0.072,1.348,0.569,0.002,0.187,0.093,0.549,-93.23178864,45.05221939
21502,Pine City,0.109697931,MN,41526,0,0.099,0.008,0.011,0.008,0.342,32880,0.313,6.585,0.247,0.644,0.02,2762,2.5,17.286,6.613,16.7,2.736,0.002,0.024,2240,-0.052,0.635,0.158,0.71,0.006,0.037,0.026,0.011,0.996,0.474,0.001,0.185,0.103,0.588,-92.78715515,45.98841095
21600,Brainerd,0.084274545,MN,141542,0,0.226,0.021,0.019,0.02,0.42,35545,0.396,9.384,0.302,0.578,0.028,3062,2.5,17.286,6.687,16.9,9.205,0.018,0.021,2234,-0.013,0.602,0.125,0.633,0.007,0.024,0.016,0.011,1.698,0.6,0.001,0.184,0.097,0.61,-94.17220306,46.69668961
21701,Rochester,0.142159849,MN,228867,1,0.112,0.061,0.053,0.072,0.469,42380,0.338,12.408,0.214,0.557,0.021,3284,2.5,17.286,6.66,18.3,7.357,-0.009,0.013,1931,-0.23,0.724,0.168,7.66,0.007,0.017,0.018,0.049,2.063,0.708,0.001,0.146,0.079,0.613,-92.44355011,44.23141861
21702,Austin,0.117732555,MN,71187,0,0.088,0.034,0.032,0.039,0.555,38505,0.282,5.818,0.224,0.673,0.017,4542,2.5,17.286,6.479,18,3.989,0.012,0.014,2594,0.01,0.644,0.238,0.804,0.007,0.012,0.019,0.034,2.541,0.758,0.002,0.181,0.086,0.589,-93.06188965,43.67218399
21801,Mason City,0.126598463,IA,78179,0,0.032,0.016,0.018,0.013,0.58,36400,0.321,9.048,0.23,0.678,0.026,2124,2.86,3.714,5.795,14.2,5.24,-0.026,0.038,5257,-0.014,0.672,0.229,2.315,0.007,0.008,0.01,0.015,2.127,0.724,0.002,0.181,0.091,0.59,-93.45683289,43.21741867
21802,Decorah,0.165714279,IA,72111,0,0.047,0.007,0.009,0.007,0.542,34000,0.303,9.119,0.212,0.698,0.026,2420,2.86,3.714,5.926,14.8,10.219,-0.025,0.028,9547,0.124,0.661,0.213,0.321,0.007,0.007,0.011,0.012,2.055,0.864,0,0.14,0.065,0.602,-92.35417175,43.24679565
21900,Marshalltown,0.112634674,IA,113442,0,0.174,0.026,0.019,0.033,0.535,35247,0.309,9.287,0.216,0.636,0.022,2080,2.86,3.714,6.155,15.4,-1.602,-0.015,0.018,11892,0.102,0.658,0.235,0.85,0.007,0.013,0.017,0.035,1.578,0.534,0.002,0.176,0.098,0.603,-92.82466125,41.83216476
22001,Waterloo,0.122465864,IA,222112,1,0.264,0.041,0.036,0.04,0.492,34720,0.348,9.541,0.253,0.592,0.024,2231,2.86,3.714,6.214,17.2,1.667,-0.011,0.027,4904,0.164,0.66,0.183,0.581,0.007,0.01,0.011,0.026,1.346,0.665,0.001,0.197,0.08,0.564,-92.31318665,42.52837372
22002,Iowa Falls,0.135761589,IA,29516,0,0.083,0.009,0.012,0.007,0.561,36422,0.303,9.269,0.21,0.71,0.026,2495,2.86,3.714,5.982,14.5,3.677,-0.028,NA,NA,-0.068,0.641,0.164,2.879,0.007,0.014,0.015,0.026,2.434,0.729,0.001,0.146,0.071,0.612,-93.25441742,42.508255
22100,Iowa City,0.093184978,IA,203768,1,0.135,0.073,0.07,0.075,0.432,35558,0.368,12.979,0.238,0.58,0.023,2221,2.86,3.714,5.944,16.5,2.004,0,0.005,2906,0.226,0.712,0.15,0.767,0.006,0.023,0.025,0.053,0.859,0.432,0.002,0.159,0.084,0.526,-91.23965454,41.40127182
22200,Cedar Rapids,0.117318437,IA,252901,1,0.082,0.056,0.046,0.065,0.42,40330,0.335,10.673,0.228,0.568,0.023,2109,2.86,3.714,5.973,16.8,3.361,-0.021,0.02,6043,-0.114,0.712,0.192,0.775,0.006,0.018,0.017,0.021,1.241,0.58,0.002,0.177,0.097,0.581,-91.63126373,41.99135208
22300,Ottumwa,0.124497995,IA,142385,0,0.055,0.03,0.024,0.037,0.493,33871,0.379,12.797,0.251,0.633,0.022,2149,2.86,3.714,6.09,15.6,3.07,-0.01,0.035,6514,0.033,0.646,0.245,0.492,0.006,0.01,0.011,0.017,1.372,0.478,0.001,0.167,0.098,0.595,-92.42608643,41.05661392
22400,Sheboygan,0.138090819,WI,195533,1,0.119,0.042,0.038,0.044,0.512,39238,0.291,11.586,0.175,0.671,0.022,2600,0.25,11.667,6.612,17.1,6.404,-0.015,0.015,5759,-0.023,0.696,0.369,1.474,0.006,0.014,0.014,0.035,1.583,0.762,0,0.15,0.081,0.601,-87.8510437,43.98555756
22500,Oshkosh,0.114854969,WI,549651,1,0.092,0.045,0.04,0.048,0.445,38576,0.305,11.035,0.195,0.62,0.023,2262,0.25,11.667,6.88,17.1,4.955,-0.026,0.011,6688,0.076,0.702,0.278,1.101,0.007,0.016,0.014,0.025,1.228,0.697,0,0.149,0.085,0.599,-88.80226135,44.00268555
22601,Green Bay,0.091099039,WI,310560,1,0.153,0.067,0.06,0.073,0.427,38561,0.364,14.097,0.223,0.587,0.025,2719,0.25,11.667,6.849,16.4,3.521,NA,0.013,7798,0.041,0.707,0.222,0.429,0.007,0.017,0.018,0.031,1.209,0.72,0,0.171,0.09,0.579,-87.72720337,44.87356949
22602,Shawano,0.083900228,WI,65966,0,0.382,0.018,0.019,0.018,0.447,33696,0.348,9.495,0.253,0.639,0.021,2475,0.25,11.667,7.075,15.4,2.282,-0.019,0.03,2640,-0.171,0.639,0.211,0.605,0.006,0.019,0.02,0.012,0.65,0.718,0,0.184,0.088,0.598,-88.79993439,45.03032303
22700,Wausau,0.124485269,WI,370092,1,0.098,0.039,0.036,0.04,0.46,36499,0.328,10.158,0.226,0.638,0.023,2411,0.25,11.667,7.103,16.5,4.856,-0.028,0.008,2251,0.106,0.69,0.237,0.955,0.006,0.012,0.012,0.024,1.048,0.689,0,0.145,0.081,0.6,-90.00602722,44.51418686
22800,Eau Claire,0.113019578,WI,305307,1,0.086,0.033,0.032,0.033,0.463,33090,0.338,9.385,0.244,0.64,0.023,2424,0.25,11.667,7.462,16.3,5.725,-0.022,0.016,3390,0.146,0.694,0.193,2.121,0.006,0.015,0.015,0.018,1.244,0.597,0,0.165,0.084,0.551,-91.52520752,44.42008972
22900,La Crosse,0.118193328,WI,220109,1,0.079,0.049,0.046,0.048,0.45,34419,0.368,11.846,0.25,0.621,0.025,2392,0.25,11.667,7.258,15.2,3.665,-0.026,0.014,3786,0.192,0.686,0.177,2.7,0.006,0.015,0.015,0.019,1.105,0.641,0,0.171,0.087,0.556,-90.65921021,43.89809799
23000,Monroe,0.167138815,WI,116624,1,0.063,0.018,0.019,0.018,0.461,33582,0.325,9.444,0.231,0.649,0.023,2528,0.25,11.667,8.237,14.8,8.85,NA,0.017,2517,0.179,0.685,0.2,2.739,0.007,0.018,0.02,0.01,0.799,0.676,0,0.15,0.078,0.587,-90.57526398,42.87565613
23100,Madison,0.092191175,WI,590755,1,0.14,0.09,0.095,0.083,0.365,40576,0.381,13.799,0.243,0.524,0.029,2839,0.25,11.667,7.953,15.2,3.277,NA,0.01,3128,0.022,0.733,0.132,0.699,0.007,0.027,0.026,0.049,1.86,0.546,0,0.175,0.091,0.536,-89.6100235,43.44257736
23200,Dubuque,0.159482762,IA,163189,1,0.091,0.035,0.032,0.035,0.524,36443,0.338,11.587,0.222,0.65,0.022,1773,2.86,3.714,5.516,15.8,3.928,-0.013,0.031,13580,0.136,0.687,0.192,4.49,0.007,0.012,0.013,0.019,1.147,0.813,0.001,0.148,0.079,0.599,-90.96627045,42.72333527
23301,Charleston,0.095867768,IL,101161,0,0.071,0.034,0.039,0.025,0.481,31206,0.352,6.921,0.283,0.604,0.017,1503,0,0.476,4.034,17.3,9.104,0.016,0.02,2968,0.111,0.63,0.223,1.55,0.005,0.013,0.014,0.011,0.609,0.456,NA,0.187,0.098,0.53,-87.85723114,39.45609665
23302,Douglas,0.101545252,IL,101195,0,0.223,0.018,0.015,0.018,0.485,31741,0.367,12.107,0.246,0.64,0.014,1491,0,0.476,4.165,18.5,7.493,-0.015,0.01,5275,0.128,0.625,0.227,1.003,0.006,0.01,0.011,0.008,1.223,0.621,NA,0.163,0.098,0.604,-88.23326874,38.96908188
23400,Bloomington,0.084586464,IL,206909,1,0.098,0.071,0.061,0.082,0.496,37177,0.339,9.715,0.241,0.515,0.026,1666,0,0.476,4.954,17.7,7.534,0.002,0.014,5640,0.175,0.7,0.114,1.485,0.006,0.023,0.023,0.028,0.565,0.479,NA,0.183,0.092,0.552,-88.83870697,40.53173065
23500,Decatur,0.067792796,IL,382083,1,0.23,0.099,0.116,0.082,0.451,34871,0.402,11.171,0.29,0.562,0.021,1607,0,0.476,4.526,17.8,2.445,0.011,0.01,4872,0.309,0.657,0.145,0.702,0.006,0.017,0.019,0.044,0.511,0.477,NA,0.218,0.093,0.525,-88.51911163,39.94065857
23600,Burlington,0.10227973,IA,136489,0,0.092,0.026,0.026,0.024,0.502,35038,0.318,8.255,0.235,0.646,0.022,1881,2.86,3.714,5.634,15.4,1.478,-0.008,0.015,3922,-0.142,0.645,0.254,1.23,0.006,0.006,0.008,0.012,1.368,0.503,0.003,0.197,0.108,0.584,-91.42779541,40.68011475
23700,Galesburg,0.08859358,IL,145734,0,0.176,0.038,0.047,0.027,0.509,30827,0.402,15.531,0.247,0.612,0.019,1784,0,0.476,4.541,18.1,5.43,0.031,0.034,6384,0.151,0.61,0.16,1.161,0.005,0.01,0.012,0.016,0.751,0.399,NA,0.211,0.108,0.556,-90.22035217,40.5695343
23801,Davenport,0.080944352,IL,382351,1,0.164,0.058,0.051,0.061,0.393,37759,0.37,9.948,0.271,0.536,0.021,1921,0,0.476,5.271,17.1,0.599,-0.001,0.024,7381,0.012,0.664,0.179,1.202,0.006,0.01,0.011,0.033,0.735,0.508,0.005,0.226,0.108,0.562,-90.50654602,41.42436981
23802,Clinton,0.113879003,IA,70445,0,0.075,0.026,0.019,0.03,0.479,34146,0.306,7.263,0.234,0.631,0.023,2139,2.86,3.714,6.098,15.4,5.201,-0.006,0.014,13200,-0.098,0.663,0.232,0.605,0.006,0.016,0.016,0.012,1.108,0.593,0.002,0.188,0.096,0.586,-90.47133636,42.00504684
23900,Peoria,0.071781784,IL,529703,1,0.27,0.057,0.056,0.055,0.394,38842,0.368,10.056,0.268,0.534,0.018,1715,0,0.476,4.831,16.7,4.328,0.011,0.009,8252,0.032,0.639,0.191,0.53,0.006,0.014,0.012,0.022,0.946,0.52,0.002,0.203,0.097,0.584,-89.7173233,40.54253769
24000,Kenosha,0.069195643,WI,584474,1,0.177,0.051,0.05,0.052,0.384,39333,0.351,11.463,0.237,0.55,0.025,2515,0.25,11.667,6.816,16.5,-4.058,-0.012,0.01,5669,0.042,0.688,0.276,1.462,0.006,0.026,0.019,0.043,0.653,0.53,0,0.212,0.1,0.566,-88.44702911,42.6717453
24100,Milwaukee,0.04457067,WI,1660659,1,0.436,0.115,0.106,0.118,0.312,42464,0.428,14.82,0.28,0.49,0.027,2977,0.25,11.667,7.74,17,-4.162,0.001,0.009,9352,0.002,0.683,0.216,1.171,0.006,0.013,0.017,0.051,1.121,0.561,0,0.245,0.092,0.532,-88.32178497,43.20409012
24200,Bourbonnais,0.073096447,IL,135167,1,0.337,0.045,0.047,0.045,0.41,35849,0.355,8.544,0.27,0.577,0.017,1632,0,0.476,4.785,18.7,3.27,0.002,0.015,9454,0.062,0.649,0.166,1.003,0.005,0.025,0.017,0.032,0.25,0.497,NA,0.221,0.093,0.563,-87.91181183,40.95016861
24300,Chicago,0.064929262,IL,8183799,1,0.431,0.115,0.104,0.12,0.201,45757,0.521,19.375,0.328,0.443,0.034,2784,0,0.476,6.148,18.5,-7.514,0.035,0.01,9793,-0.143,0.661,0.154,1.184,0.004,0.011,0.018,0.174,-0.533,0.571,0.002,0.208,0.083,0.521,-88.18816376,41.79792023
24400,Rockford,0.073538654,IL,622573,1,0.205,0.076,0.074,0.076,0.4,37848,0.343,8.898,0.254,0.56,0.021,1783,0,0.476,5.363,18.1,-1.328,0.008,0.016,6199,-0.039,0.667,0.254,1.954,0.005,0.023,0.015,0.05,0.663,0.529,0.002,0.2,0.1,0.571,-89.56007385,41.98062897
24500,Rolla,0.079737335,MO,111509,0,0.155,0.036,0.041,0.035,0.463,26402,0.365,8.074,0.284,0.588,0.01,1536,0,0,5.264,15.6,2.588,-0.008,0.018,4410,0.289,0.635,0.129,4.171,0.004,0.03,0.03,0.033,-0.632,0.481,0.001,0.177,0.089,0.597,-91.39875793,37.53683853
24600,Farmington,0.085244648,MO,137456,0,0.104,0.023,0.024,0.022,0.368,27773,0.384,10.866,0.276,0.599,0.012,1358,0,0,4.863,16.4,0.327,-0.004,0.007,1800,-0.039,0.572,0.204,5.628,0.005,0.017,0.012,0.008,-0.126,0.56,0.001,0.19,0.105,0.59,-90.24582672,37.76231766
24701,St. Louis,0.05052314,MO,2325609,1,0.41,0.113,0.103,0.117,0.241,42680,0.471,15.666,0.314,0.476,0.022,1896,0,0,6.356,17.2,-5.332,0.004,0.014,9685,-0.023,0.668,0.142,0.8,0.005,0.013,0.014,0.033,0.432,0.509,0.003,0.247,0.103,0.53,-90.7478714,38.47319794
24702,Mexico,0.075675674,MO,37989,0,0.103,0.011,0.008,0.012,0.463,30615,0.349,8.936,0.26,0.632,0.014,1301,0,0,5.536,15.3,-3.478,0.01,NA,NA,NA,0.597,0.228,7.134,0.005,0.02,0.022,0.008,0.882,0.66,0.001,0.197,0.109,0.57,-91.66143799,39.0269928
24801,Jacksonville,0.09115044,IL,84748,0,0.219,0.029,0.023,0.034,0.472,30777,0.34,8.008,0.26,0.634,0.015,1361,0,0.476,4.401,18.1,2.465,0.007,0.024,11828,0.248,0.615,0.158,1.233,0.006,0.01,0.01,0.02,1.224,0.582,NA,0.183,0.105,0.598,-90.40299225,39.73908234
24802,Springfield,0.067371599,IL,267992,1,0.23,0.087,0.077,0.097,0.367,40182,0.429,17.164,0.257,0.527,0.019,2261,0,0.476,5.01,19,0.902,-0.015,0.015,5550,-0.042,0.668,0.065,0.191,0.006,0.015,0.016,0.017,1.834,0.566,0.002,0.228,0.118,0.556,-89.57878876,39.91703796
